day,I
1,107
2,95
3,92
4,100
5,84
6,89
7,96
8,95
9,81
10,100
11,84
12,87
13,90
14,90
15,95
16,95
17,78
18,95
19,101
20,109
21,102
22,103
23,99
24,105
25,125
26,128
27,96
28,112
29,129
30,124
31,121
32,159
33,161
34,151
35,172
36,183
37,186
38,172
39,223
40,196
41,210
42,257
43,259
44,272
45,282
46,296
47,322
48,330
49,353
50,422
51,398
52,446
53,483
54,471
55,500
56,596
57,553
58,636
59,610
60,629
61,679
62,693
63,726
64,820
65,722
66,794
67,828
68,856
69,914
70,897
71,932
72,933
73,1012
74,946
75,1009
76,1034
77,1034
78,1021
79,1044
80,1035
81,1034
82,1085
83,1045
84,1021
85,999
86,987
87,991
88,1019
89,996
90,984
91,944
92,926
93,890
94,896
95,878
96,868
97,819
98,785
99,753
100,732
101,740
102,704
103,648
104,652
105,645
106,556
107,617
108,524
109,546
110,537
111,477
112,488
113,466
114,460
115,406
116,439
117,407
118,379
119,374
120,364
121,348
122,345
123,323
124,320
125,294
126,325
127,281
128,271
129,281
130,275
131,235
132,240
133,243
134,207
135,243
136,231
137,206
138,190
139,192
140,208
141,193
142,162
143,159
144,170
145,145
146,127
147,141
148,159
149,136
150,124
