day,I
1,110
2,92
3,89
4,98
5,102
6,100
7,109
8,85
9,74
10,104
11,105
12,66
13,94
14,107
15,91
16,98
17,113
18,125
19,114
20,94
21,129
22,87
23,119
24,95
25,116
26,132
27,119
28,91
29,133
30,145
31,132
32,119
33,136
34,166
35,152
36,137
37,188
38,178
39,129
40,221
41,188
42,205
43,219
44,262
45,255
46,254
47,267
48,336
49,362
50,331
51,411
52,406
53,400
54,474
55,523
56,534
57,511
58,633
59,640
60,698
61,737
62,765
63,883
64,925
65,964
66,1051
67,1077
68,1132
69,1325
70,1346
71,1383
72,1498
73,1577
74,1672
75,1404
76,1125
77,658
78,696
79,715
80,686
81,658
82,584
83,477
84,449
85,400
86,374
87,339
88,287
89,271
90,244
91,240
92,170
93,156
94,175
95,167
96,122
97,92
98,103
99,101
100,66
101,87
102,69
103,69
104,52
105,51
106,40
107,36
108,28
109,31
110,33
111,30
112,26
113,16
114,15
115,12
116,14
117,11
118,10
119,7
120,11
121,3
122,4
123,7
124,8
125,4
126,4
127,1
128,3
129,3
130,5
131,0
132,3
133,3
134,3
135,2
136,4
137,0
138,5
139,1
140,0
141,1
142,1
143,0
144,3
145,0
146,3
147,1
148,0
149,0
150,0
