day,I
1,112
2,122
3,137
4,118
5,119
6,125
7,124
8,110
9,100
10,96
11,101
12,118
13,106
14,86
15,89
16,93
17,88
18,79
19,84
20,84
21,91
22,95
23,84
24,78
25,101
26,111
27,119
28,112
29,112
30,100
31,131
32,137
33,146
34,157
35,166
36,162
37,140
38,165
39,174
40,146
41,183
42,196
43,194
44,183
45,203
46,213
47,236
48,278
49,301
50,308
51,363
52,382
53,386
54,423
55,484
56,487
57,589
58,576
59,690
60,727
61,745
62,794
63,888
64,897
65,880
66,934
67,1023
68,1073
69,1156
70,1278
71,1340
72,1267
73,1425
74,1456
75,1573
76,1614
77,1684
78,1690
79,1631
80,1730
81,1804
82,1779
83,1761
84,1816
85,1914
86,1828
87,1825
88,1804
89,1857
90,1933
91,1906
92,1904
93,1854
94,1836
95,1768
96,1795
97,1759
98,1760
99,1675
100,1563
101,1613
102,1543
103,1515
104,1443
105,1422
106,1357
107,1357
108,1259
109,1266
110,1148
111,1169
112,1089
113,1079
114,1068
115,1001
116,864
117,875
118,800
119,804
120,730
121,714
122,715
123,634
124,623
125,570
126,585
127,575
128,518
129,509
130,557
131,508
132,432
133,469
134,450
135,457
136,434
137,358
138,389
139,412
140,389
141,376
142,330
143,370
144,311
145,304
146,286
147,333
148,321
149,298
150,255
