date,hospitalisations
2023-01-01,2
2023-01-02,8
2023-01-03,9
2023-01-04,9
2023-01-05,7
2023-01-06,9
2023-01-07,4
2023-01-08,5
2023-01-09,8
2023-01-10,6
2023-01-11,7
2023-01-12,5
2023-01-13,2
2023-01-14,2
2023-01-15,3
2023-01-16,5
2023-01-17,3
2023-01-18,6
2023-01-19,8
2023-01-20,8
2023-01-21,4
2023-01-22,2
2023-01-23,3
2023-01-24,4
2023-01-25,8
2023-01-26,8
2023-01-27,4
2023-01-28,1
2023-01-29,5
2023-01-30,5
2023-01-31,10
2023-02-01,4
2023-02-02,2
2023-02-03,8
2023-02-04,1
2023-02-05,3
2023-02-06,5
2023-02-07,3
2023-02-08,4
2023-02-09,7
2023-02-10,0
2023-02-11,4
2023-02-12,7
2023-02-13,7
2023-02-14,7
2023-02-15,6
2023-02-16,7
2023-02-17,4
2023-02-18,5
2023-02-19,4
2023-02-20,11
2023-02-21,12
2023-02-22,11
2023-02-23,11
2023-02-24,10
2023-02-25,4
2023-02-26,2
2023-02-27,6
2023-02-28,13
2023-03-01,14
2023-03-02,17
2023-03-03,15
2023-03-04,4
2023-03-05,12
2023-03-06,7
2023-03-07,18
2023-03-08,14
2023-03-09,16
2023-03-10,14
2023-03-11,6
2023-03-12,9
2023-03-13,21
2023-03-14,19
2023-03-15,19
2023-03-16,24
2023-03-17,17
2023-03-18,10
2023-03-19,6
2023-03-20,27
2023-03-21,31
2023-03-22,29
2023-03-23,29
2023-03-24,32
2023-03-25,17
2023-03-26,14
2023-03-27,22
2023-03-28,19
2023-03-29,12
2023-03-30,13
2023-03-31,18
2023-04-01,7
2023-04-02,5
2023-04-03,15
2023-04-04,8
2023-04-05,11
2023-04-06,11
2023-04-07,5
2023-04-08,2
2023-04-09,2
2023-04-10,7
2023-04-11,2
2023-04-12,7
2023-04-13,10
2023-04-14,5
2023-04-15,5
2023-04-16,3
2023-04-17,4
2023-04-18,4
2023-04-19,6
2023-04-20,5
2023-04-21,2
2023-04-22,0
2023-04-23,2
2023-04-24,1
2023-04-25,5
2023-04-26,5
2023-04-27,0
2023-04-28,0
2023-04-29,0
2023-04-30,0
2023-05-01,1
2023-05-02,1
2023-05-03,0
2023-05-04,1
2023-05-05,1
2023-05-06,0
2023-05-07,1
2023-05-08,1
2023-05-09,0
2023-05-10,0
2023-05-11,0
2023-05-12,0
2023-05-13,0
2023-05-14,0
2023-05-15,0
2023-05-16,0
2023-05-17,0
2023-05-18,0
2023-05-19,0
2023-05-20,0
2023-05-21,0
2023-05-22,0
2023-05-23,2
2023-05-24,0
2023-05-25,0
2023-05-26,0
2023-05-27,0
2023-05-28,0
2023-05-29,0
2023-05-30,0
