day,I
1,157
2,159
3,130
4,139
5,117
6,89
7,98
8,87
9,82
10,87
11,76
12,72
13,77
14,61
15,71
16,64
17,60
18,82
19,69
20,65
21,65
22,81
23,73
24,89
25,81
26,89
27,107
28,91
29,106
30,118
31,119
32,138
33,128
34,162
35,184
36,195
37,226
38,267
39,294
40,395
41,352
42,441
43,464
44,509
45,553
46,658
47,789
48,867
49,1070
50,1231
51,1402
52,1708
53,2015
54,2416
55,2918
56,3332
57,3769
58,4297
59,5089
60,5588
61,6378
62,7171
63,8065
64,9212
65,10147
66,11388
67,12642
68,13997
69,15447
70,16815
71,18275
72,19962
73,21447
74,22870
75,24254
76,25689
77,27602
78,28798
79,30279
80,31492
81,32599
82,33737
83,34684
84,35571
85,36000
86,35940
87,36353
88,36109
89,35836
90,35548
91,35215
92,34149
93,33461
94,31426
95,30912
96,28782
97,27458
98,25885
99,24421
100,22335
101,20885
102,19312
103,17696
104,15978
105,14756
106,13357
107,12356
108,11345
109,10337
110,9750
111,8830
112,7919
113,7466
114,6672
115,6108
116,5560
117,5138
118,4599
119,4194
120,3820
121,3615
122,3145
123,2990
124,2780
125,2451
126,2335
127,2033
128,1883
129,1719
130,1577
131,1455
132,1345
133,1201
134,1126
135,1069
136,859
137,873
138,841
139,732
140,663
141,626
142,539
143,491
144,414
145,425
146,345
147,351
148,320
149,261
150,262
