day,I
1,100
2,85
3,77
4,94
5,92
6,81
7,88
8,76
9,79
10,93
11,90
12,72
13,76
14,85
15,89
16,85
17,87
18,88
19,79
20,93
21,74
22,97
23,102
24,78
25,97
26,83
27,96
28,116
29,116
30,125
31,115
32,107
33,129
34,133
35,134
36,150
37,156
38,170
39,171
40,178
41,199
42,214
43,209
44,236
45,237
46,251
47,289
48,322
49,350
50,333
51,400
52,379
53,448
54,431
55,457
56,481
57,459
58,552
59,536
60,619
61,590
62,660
63,637
64,673
65,715
66,754
67,781
68,784
69,799
70,808
71,823
72,895
73,905
74,890
75,879
76,897
77,946
78,928
79,917
80,975
81,911
82,966
83,963
84,905
85,879
86,876
87,915
88,921
89,927
90,862
91,874
92,888
93,774
94,817
95,801
96,800
97,697
98,702
99,689
100,620
101,651
102,632
103,598
104,602
105,560
106,498
107,514
108,498
109,495
110,431
111,469
112,453
113,400
114,396
115,393
116,412
117,375
118,362
119,359
120,325
121,306
122,325
123,286
124,303
125,284
126,309
127,256
128,241
129,268
130,262
131,256
132,234
133,204
134,211
135,179
136,217
137,183
138,180
139,174
140,187
141,161
142,172
143,142
144,140
145,127
146,143
147,141
148,127
149,132
150,127
