day,I
1,95
2,101
3,90
4,101
5,89
6,93
7,76
8,88
9,86
10,86
11,78
12,80
13,81
14,82
15,83
16,85
17,76
18,72
19,67
20,87
21,85
22,93
23,75
24,99
25,86
26,94
27,95
28,91
29,91
30,102
31,104
32,103
33,112
34,113
35,122
36,119
37,112
38,128
39,153
40,138
41,150
42,156
43,182
44,175
45,188
46,198
47,210
48,243
49,237
50,284
51,298
52,333
53,324
54,345
55,419
56,435
57,467
58,498
59,537
60,540
61,575
62,611
63,696
64,744
65,830
66,801
67,841
68,871
69,938
70,944
71,1016
72,1105
73,1129
74,1167
75,1168
76,1205
77,1207
78,1249
79,1314
80,1387
81,1389
82,1345
83,1451
84,1470
85,1430
86,1498
87,1567
88,1494
89,1491
90,1521
91,1542
92,1459
93,1487
94,1459
95,1396
96,1405
97,1350
98,1316
99,1268
100,1194
101,1189
102,1212
103,1100
104,1053
105,1041
106,1016
107,916
108,944
109,849
110,817
111,803
112,779
113,758
114,717
115,710
116,645
117,677
118,605
119,615
120,560
121,483
122,510
123,506
124,504
125,458
126,446
127,419
128,395
129,401
130,394
131,368
132,333
133,333
134,315
135,324
136,326
137,312
138,267
139,262
140,225
141,239
142,272
143,222
144,193
145,205
146,212
147,197
148,173
149,172
150,177
