day,I
1,83
2,108
3,84
4,105
5,87
6,89
7,100
8,88
9,82
10,87
11,91
12,97
13,107
14,77
15,86
16,97
17,104
18,85
19,94
20,102
21,101
22,86
23,98
24,114
25,102
26,112
27,128
28,119
29,116
30,133
31,158
32,154
33,148
34,173
35,156
36,193
37,194
38,185
39,221
40,229
41,217
42,243
43,269
44,282
45,306
46,323
47,334
48,372
49,392
50,438
51,440
52,442
53,480
54,542
55,502
56,549
57,632
58,617
59,662
60,721
61,682
62,763
63,790
64,795
65,790
66,924
67,931
68,954
69,894
70,982
71,1014
72,1025
73,1092
74,1083
75,1083
76,1092
77,1127
78,1114
79,1162
80,1139
81,1163
82,1163
83,1101
84,1122
85,1155
86,1141
87,1126
88,1121
89,1099
90,1131
91,1010
92,1005
93,1012
94,990
95,967
96,943
97,861
98,831
99,838
100,836
101,798
102,786
103,746
104,740
105,651
106,682
107,624
108,622
109,579
110,537
111,623
112,539
113,538
114,468
115,492
116,487
117,458
118,402
119,450
120,428
121,402
122,387
123,338
124,335
125,381
126,322
127,322
128,292
129,270
130,284
131,276
132,283
133,257
134,237
135,221
136,179
137,227
138,201
139,217
140,194
141,199
142,200
143,176
144,161
145,157
146,175
147,159
148,149
149,132
150,141
