date,cases
2023-01-01,37
2023-01-02,65
2023-01-03,80
2023-01-04,54
2023-01-05,66
2023-01-06,64
2023-01-07,36
2023-01-08,28
2023-01-09,45
2023-01-10,64
2023-01-11,47
2023-01-12,48
2023-01-13,43
2023-01-14,20
2023-01-15,20
2023-01-16,32
2023-01-17,38
2023-01-18,36
2023-01-19,33
2023-01-20,33
2023-01-21,13
2023-01-22,13
2023-01-23,31
2023-01-24,30
2023-01-25,37
2023-01-26,35
2023-01-27,36
2023-01-28,23
2023-01-29,19
2023-01-30,43
2023-01-31,29
2023-02-01,35
2023-02-02,42
2023-02-03,61
2023-02-04,26
2023-02-05,31
2023-02-06,55
2023-02-07,61
2023-02-08,80
2023-02-09,93
2023-02-10,91
2023-02-11,47
2023-02-12,72
2023-02-13,127
2023-02-14,159
2023-02-15,165
2023-02-16,189
2023-02-17,196
2023-02-18,123
2023-02-19,120
2023-02-20,326
2023-02-21,362
2023-02-22,414
2023-02-23,452
2023-02-24,554
2023-02-25,291
2023-02-26,399
2023-02-27,837
2023-02-28,1020
2023-03-01,1141
2023-03-02,1288
2023-03-03,1483
2023-03-04,862
2023-03-05,948
2023-03-06,2147
2023-03-07,2398
2023-03-08,2784
2023-03-09,2988
2023-03-10,3346
2023-03-11,1845
2023-03-12,2017
2023-03-13,4424
2023-03-14,4731
2023-03-15,5177
2023-03-16,5579
2023-03-17,5822
2023-03-18,3042
2023-03-19,3130
2023-03-20,6910
2023-03-21,7153
2023-03-22,7461
2023-03-23,7787
2023-03-24,7927
2023-03-25,3994
2023-03-26,4075
2023-03-27,8219
2023-03-28,8259
2023-03-29,8166
2023-03-30,8294
2023-03-31,8031
2023-04-01,4048
2023-04-02,3977
2023-04-03,7766
2023-04-04,7569
2023-04-05,7305
2023-04-06,6941
2023-04-07,6682
2023-04-08,3257
2023-04-09,2969
2023-04-10,5588
2023-04-11,5323
2023-04-12,4908
2023-04-13,4449
2023-04-14,4193
2023-04-15,1909
2023-04-16,1780
2023-04-17,3365
2023-04-18,2994
2023-04-19,2740
2023-04-20,2459
2023-04-21,2265
2023-04-22,1086
2023-04-23,973
2023-04-24,1744
2023-04-25,1684
2023-04-26,1514
2023-04-27,1431
2023-04-28,1262
2023-04-29,617
2023-04-30,548
2023-05-01,1045
2023-05-02,905
2023-05-03,904
2023-05-04,809
2023-05-05,782
2023-05-06,340
2023-05-07,334
2023-05-08,616
2023-05-09,577
2023-05-10,564
2023-05-11,504
2023-05-12,510
2023-05-13,224
2023-05-14,231
2023-05-15,402
2023-05-16,391
2023-05-17,349
2023-05-18,324
2023-05-19,292
2023-05-20,121
2023-05-21,116
2023-05-22,218
2023-05-23,247
2023-05-24,201
2023-05-25,197
2023-05-26,172
2023-05-27,98
2023-05-28,80
2023-05-29,156
2023-05-30,142
