date,deaths
2023-01-01,1
2023-01-02,1
2023-01-03,3
2023-01-04,4
2023-01-05,4
2023-01-06,2
2023-01-07,1
2023-01-08,0
2023-01-09,1
2023-01-10,0
2023-01-11,1
2023-01-12,3
2023-01-13,3
2023-01-14,1
2023-01-15,0
2023-01-16,1
2023-01-17,5
2023-01-18,0
2023-01-19,3
2023-01-20,0
2023-01-21,0
2023-01-22,3
2023-01-23,1
2023-01-24,0
2023-01-25,3
2023-01-26,0
2023-01-27,0
2023-01-28,0
2023-01-29,0
2023-01-30,0
2023-01-31,0
2023-02-01,2
2023-02-02,1
2023-02-03,3
2023-02-04,1
2023-02-05,1
2023-02-06,1
2023-02-07,0
2023-02-08,1
2023-02-09,3
2023-02-10,1
2023-02-11,2
2023-02-12,1
2023-02-13,2
2023-02-14,1
2023-02-15,2
2023-02-16,0
2023-02-17,2
2023-02-18,1
2023-02-19,0
2023-02-20,3
2023-02-21,5
2023-02-22,4
2023-02-23,5
2023-02-24,1
2023-02-25,5
2023-02-26,2
2023-02-27,6
2023-02-28,6
2023-03-01,8
2023-03-02,14
2023-03-03,4
2023-03-04,6
2023-03-05,2
2023-03-06,6
2023-03-07,12
2023-03-08,10
2023-03-09,16
2023-03-10,19
2023-03-11,7
2023-03-12,14
2023-03-13,31
2023-03-14,37
2023-03-15,39
2023-03-16,46
2023-03-17,54
2023-03-18,32
2023-03-19,28
2023-03-20,78
2023-03-21,76
2023-03-22,93
2023-03-23,71
2023-03-24,123
2023-03-25,63
2023-03-26,77
2023-03-27,153
2023-03-28,158
2023-03-29,151
2023-03-30,170
2023-03-31,213
2023-04-01,99
2023-04-02,95
2023-04-03,242
2023-04-04,241
2023-04-05,251
2023-04-06,289
2023-04-07,293
2023-04-08,131
2023-04-09,139
2023-04-10,312
2023-04-11,288
2023-04-12,319
2023-04-13,320
2023-04-14,306
2023-04-15,172
2023-04-16,156
2023-04-17,302
2023-04-18,288
2023-04-19,277
2023-04-20,293
2023-04-21,307
2023-04-22,120
2023-04-23,147
2023-04-24,265
2023-04-25,291
2023-04-26,268
2023-04-27,234
2023-04-28,228
2023-04-29,107
2023-04-30,101
2023-05-01,200
2023-05-02,188
2023-05-03,150
2023-05-04,159
2023-05-05,128
2023-05-06,76
2023-05-07,67
2023-05-08,121
2023-05-09,113
2023-05-10,101
2023-05-11,95
2023-05-12,107
2023-05-13,42
2023-05-14,35
2023-05-15,68
2023-05-16,61
2023-05-17,58
2023-05-18,61
2023-05-19,54
2023-05-20,16
2023-05-21,25
2023-05-22,40
2023-05-23,42
2023-05-24,29
2023-05-25,29
2023-05-26,29
2023-05-27,22
2023-05-28,12
2023-05-29,31
2023-05-30,25
