day,I
1,105
2,95
3,122
4,125
5,137
6,106
7,115
8,106
9,90
10,111
11,93
12,99
13,87
14,73
15,92
16,71
17,63
18,59
19,77
20,83
21,70
22,70
23,83
24,77
25,71
26,80
27,79
28,98
29,79
30,98
31,80
32,85
33,93
34,94
35,104
36,106
37,119
38,130
39,141
40,145
41,160
42,154
43,171
44,194
45,199
46,209
47,215
48,226
49,216
50,229
51,230
52,300
53,349
54,356
55,386
56,404
57,456
58,518
59,566
60,578
61,602
62,694
63,711
64,688
65,761
66,738
67,832
68,846
69,894
70,923
71,937
72,898
73,946
74,1074
75,1054
76,1029
77,1107
78,1138
79,1163
80,1214
81,1280
82,1247
83,1351
84,1343
85,1393
86,1411
87,1401
88,1398
89,1422
90,1423
91,1463
92,1435
93,1428
94,1434
95,1409
96,1399
97,1373
98,1348
99,1350
100,1300
101,1212
102,1139
103,1196
104,1157
105,1086
106,1133
107,1027
108,960
109,989
110,885
111,859
112,797
113,809
114,685
115,649
116,654
117,612
118,676
119,585
120,574
121,533
122,505
123,509
124,494
125,440
126,424
127,417
128,403
129,387
130,303
131,317
132,309
133,324
134,293
135,342
136,276
137,264
138,295
139,288
140,254
141,283
142,275
143,249
144,254
145,232
146,225
147,219
148,210
149,196
150,201
