date,hospitalisations
2023-01-01,7
2023-01-02,6
2023-01-03,3
2023-01-04,8
2023-01-05,12
2023-01-06,8
2023-01-07,2
2023-01-08,2
2023-01-09,12
2023-01-10,12
2023-01-11,2
2023-01-12,7
2023-01-13,6
2023-01-14,2
2023-01-15,4
2023-01-16,7
2023-01-17,3
2023-01-18,6
2023-01-19,5
2023-01-20,8
2023-01-21,3
2023-01-22,5
2023-01-23,6
2023-01-24,2
2023-01-25,2
2023-01-26,7
2023-01-27,5
2023-01-28,1
2023-01-29,2
2023-01-30,4
2023-01-31,6
2023-02-01,5
2023-02-02,3
2023-02-03,4
2023-02-04,2
2023-02-05,3
2023-02-06,11
2023-02-07,7
2023-02-08,2
2023-02-09,5
2023-02-10,5
2023-02-11,1
2023-02-12,4
2023-02-13,6
2023-02-14,5
2023-02-15,6
2023-02-16,7
2023-02-17,8
2023-02-18,5
2023-02-19,4
2023-02-20,2
2023-02-21,11
2023-02-22,6
2023-02-23,8
2023-02-24,8
2023-02-25,4
2023-02-26,8
2023-02-27,8
2023-02-28,11
2023-03-01,13
2023-03-02,14
2023-03-03,15
2023-03-04,7
2023-03-05,6
2023-03-06,11
2023-03-07,12
2023-03-08,17
2023-03-09,13
2023-03-10,13
2023-03-11,4
2023-03-12,7
2023-03-13,15
2023-03-14,18
2023-03-15,10
2023-03-16,13
2023-03-17,16
2023-03-18,7
2023-03-19,9
2023-03-20,18
2023-03-21,26
2023-03-22,13
2023-03-23,30
2023-03-24,19
2023-03-25,14
2023-03-26,14
2023-03-27,23
2023-03-28,12
2023-03-29,13
2023-03-30,14
2023-03-31,21
2023-04-01,9
2023-04-02,11
2023-04-03,19
2023-04-04,18
2023-04-05,21
2023-04-06,23
2023-04-07,19
2023-04-08,8
2023-04-09,8
2023-04-10,24
2023-04-11,29
2023-04-12,15
2023-04-13,17
2023-04-14,15
2023-04-15,9
2023-04-16,9
2023-04-17,22
2023-04-18,18
2023-04-19,19
2023-04-20,18
2023-04-21,21
2023-04-22,6
2023-04-23,9
2023-04-24,22
2023-04-25,26
2023-04-26,11
2023-04-27,14
2023-04-28,20
2023-04-29,7
2023-04-30,7
2023-05-01,14
2023-05-02,16
2023-05-03,14
2023-05-04,11
2023-05-05,15
2023-05-06,8
2023-05-07,3
2023-05-08,14
2023-05-09,16
2023-05-10,16
2023-05-11,9
2023-05-12,13
2023-05-13,9
2023-05-14,8
2023-05-15,12
2023-05-16,19
2023-05-17,11
2023-05-18,6
2023-05-19,10
2023-05-20,3
2023-05-21,4
2023-05-22,11
2023-05-23,15
2023-05-24,10
2023-05-25,14
2023-05-26,9
2023-05-27,5
2023-05-28,7
2023-05-29,6
2023-05-30,12
