"date","Rt_mean","Rt_lower","Rt_upper"
2020-09-08,1.98748629222028,1.95927345024642,2.0158980191741
2020-09-09,1.66982821887853,1.64624656326727,1.69357525084382
2020-09-10,1.50833089954099,1.48726298683635,1.52954493219995
2020-09-11,1.39531094991507,1.37594756671613,1.41480775745243
2020-09-12,1.30192784074639,1.28387127543479,1.32010875014513
2020-09-13,1.21212460821022,1.1951606989068,1.22920640662884
2020-09-14,1.13324692356123,1.11714240087451,1.14946510085085
2020-09-15,1.10861322402846,1.09285294851141,1.12448476607879
2020-09-16,1.14230440209748,1.12643173489586,1.15828658223356
2020-09-17,1.16311211646382,1.14728061802105,1.1790505963307
2020-09-18,1.20522170335382,1.18934488753222,1.22120233197533
2020-09-19,1.26480802823972,1.24885063165218,1.28086532584476
2020-09-20,1.34929956461236,1.33322671791005,1.36546738323423
2020-09-21,1.34558242415746,1.33005915978511,1.36119450480607
2020-09-22,1.35890189314194,1.34382654704127,1.3740601646303
2020-09-23,1.35647854694647,1.34192561427647,1.37110888125883
2020-09-24,1.35720954153451,1.34314333831385,1.37134800346288
2020-09-25,1.33231516112103,1.31884537762982,1.34585243512146
2020-09-26,1.29962196251235,1.28673611278367,1.31257112560832
2020-09-27,1.27272898740097,1.26033537644689,1.28518239927045
2020-09-28,1.32631135368757,1.31397930661911,1.33870020462925
2020-09-29,1.34569182031887,1.33363745407889,1.35779967042614
2020-09-30,1.38410584227553,1.37227895549655,1.39598277421948
2020-10-01,1.41153931156685,1.40002260287101,1.42310254362757
2020-10-02,1.4319831541235,1.42083056658273,1.44317873892235
2020-10-03,1.40450980757234,1.39391081946606,1.41514838511289
2020-10-04,1.37404488416995,1.36396237654393,1.38416400742594
2020-10-05,1.3799452202927,1.3701940243547,1.38973051398182
2020-10-06,1.37923614470447,1.36982845187849,1.38867558773834
2020-10-07,1.35764798355984,1.34864361064731,1.36668190243113
2020-10-08,1.32656072225895,1.31795803804588,1.3351910050947
2020-10-09,1.26652655131521,1.2583772270311,1.27470181527808
2020-10-10,1.21020449285682,1.20243770388536,1.21799593974372
2020-10-11,1.1617736814184,1.15431029186062,1.16926078930968
2020-10-12,1.15525852730149,1.14792338196237,1.16261671121735
2020-10-13,1.13853262000226,1.13134891092275,1.1457387503834
2020-10-14,1.12425647667695,1.1172075533957,1.1313272614822
2020-10-15,1.09894226723748,1.09205121275133,1.1058546962707
2020-10-16,1.09710701012842,1.09028330382104,1.10395170975626
2020-10-17,1.1023733304197,1.09559125914728,1.1091760398507
2020-10-18,1.10545941353779,1.09873103148301,1.1122080509204
2020-10-19,1.1461361783988,1.13935237662167,1.15293983814264
2020-10-20,1.1762305060416,1.16945118277053,1.18302915217844
2020-10-21,1.18673065975192,1.18003753060574,1.19344245574349
2020-10-22,1.18589245395284,1.17932382213242,1.19247907644939
2020-10-23,1.17638645489545,1.16996224896402,1.18282800745461
2020-10-24,1.14754529665505,1.1413082180127,1.15379913681023
2020-10-25,1.12697403645111,1.12088084444978,1.13308351729788
2020-10-26,1.10612913516011,1.10016371708675,1.11211046020468
2020-10-27,1.07740875941155,1.07157884043862,1.08325427606293
2020-10-28,1.05254081815959,1.04681889113088,1.05827812554973
2020-10-29,1.04646669889532,1.04078631925407,1.05216232427335
2020-10-30,1.05110554251828,1.04543342857677,1.05679279053286
2020-10-31,1.04871849152835,1.04307747038361,1.05437451522206
2020-11-01,1.04142620656719,1.03582985241011,1.04703742998162
2020-11-02,1.07532587577906,1.06966052929762,1.08100597924468
2020-11-03,1.07565461180687,1.07002664994365,1.08129713182654
2020-11-04,1.0629741547667,1.05742253202034,1.0685401123283
2020-11-05,1.05689999367854,1.05139864224344,1.06241550226972
2020-11-06,1.0551242242693,1.04965677177345,1.06060568335956
2020-11-07,1.0613053223687,1.05585000823127,1.06677449947807
2020-11-08,1.08288357667724,1.07740458599242,1.08837627173558
2020-11-09,1.06711117204043,1.0617150075068,1.07252082620042
2020-11-10,1.06751942338679,1.06215939035556,1.07289276067643
2020-11-11,1.08189169657856,1.07652970013384,1.08726682973973
2020-11-12,1.07278398897517,1.06748599032141,1.0780949214007
2020-11-13,1.06284938792351,1.05761424409591,1.06809727841422
2020-11-14,1.04616977317032,1.04100701568252,1.05134512496552
2020-11-15,1.01180331357279,1.00674813164724,1.01687098093315
2020-11-16,0.980900575968489,0.975927850265616,0.98588576419464
2020-11-17,0.958360071454774,0.953432456341205,0.963300212277749
2020-11-18,0.924262647100086,0.919399873753335,0.929138069436902
2020-11-19,0.895133805281051,0.890309386847832,0.899971079919304
2020-11-20,0.866592046746074,0.861791590421915,0.871405652090737
2020-11-21,0.852183822734229,0.847356104250658,0.857025065701125
2020-11-22,0.848119893624717,0.843228194133274,0.853025545694158
2020-11-23,0.81688317820302,0.812006553191269,0.821774201621545
2020-11-24,0.796920536261377,0.792014804305978,0.801841205387125
2020-11-25,0.794718982735213,0.789717078148216,0.799736459977402
2020-11-26,0.800135470759096,0.795010326690537,0.805276854530224
2020-11-27,0.810505903236683,0.80524345918667,0.815785250414264
2020-11-28,0.827801120240741,0.822382789809034,0.833236996124911
2020-11-29,0.844851769777547,0.839286000622971,0.850435678987338
2020-11-30,0.857741119015216,0.852050238233333,0.863450679999702
2020-12-01,0.875344166165585,0.869518579853021,0.881188934027582
2020-12-02,0.890673685536524,0.884729165703112,0.896637834555184
