date,hospitalisations
2023-01-01,0
2023-01-02,4
2023-01-03,5
2023-01-04,4
2023-01-05,1
2023-01-06,4
2023-01-07,1
2023-01-08,2
2023-01-09,2
2023-01-10,2
2023-01-11,1
2023-01-12,4
2023-01-13,2
2023-01-14,3
2023-01-15,4
2023-01-16,1
2023-01-17,4
2023-01-18,3
2023-01-19,2
2023-01-20,1
2023-01-21,1
2023-01-22,4
2023-01-23,4
2023-01-24,4
2023-01-25,6
2023-01-26,2
2023-01-27,2
2023-01-28,0
2023-01-29,0
2023-01-30,4
2023-01-31,4
2023-02-01,1
2023-02-02,5
2023-02-03,3
2023-02-04,0
2023-02-05,2
2023-02-06,2
2023-02-07,3
2023-02-08,1
2023-02-09,3
2023-02-10,3
2023-02-11,0
2023-02-12,2
2023-02-13,3
2023-02-14,1
2023-02-15,3
2023-02-16,1
2023-02-17,3
2023-02-18,0
2023-02-19,0
2023-02-20,4
2023-02-21,1
2023-02-22,6
2023-02-23,5
2023-02-24,3
2023-02-25,2
2023-02-26,1
2023-02-27,6
2023-02-28,3
2023-03-01,2
2023-03-02,4
2023-03-03,1
2023-03-04,4
2023-03-05,2
2023-03-06,4
2023-03-07,0
2023-03-08,3
2023-03-09,8
2023-03-10,4
2023-03-11,3
2023-03-12,5
2023-03-13,8
2023-03-14,6
2023-03-15,7
2023-03-16,12
2023-03-17,12
2023-03-18,8
2023-03-19,6
2023-03-20,7
2023-03-21,2
2023-03-22,10
2023-03-23,6
2023-03-24,12
2023-03-25,3
2023-03-26,4
2023-03-27,9
2023-03-28,11
2023-03-29,8
2023-03-30,9
2023-03-31,13
2023-04-01,4
2023-04-02,7
2023-04-03,22
2023-04-04,12
2023-04-05,11
2023-04-06,14
2023-04-07,16
2023-04-08,9
2023-04-09,7
2023-04-10,15
2023-04-11,17
2023-04-12,13
2023-04-13,14
2023-04-14,9
2023-04-15,4
2023-04-16,6
2023-04-17,18
2023-04-18,15
2023-04-19,19
2023-04-20,14
2023-04-21,15
2023-04-22,11
2023-04-23,12
2023-04-24,17
2023-04-25,15
2023-04-26,12
2023-04-27,15
2023-04-28,7
2023-04-29,6
2023-04-30,4
2023-05-01,8
2023-05-02,16
2023-05-03,21
2023-05-04,8
2023-05-05,14
2023-05-06,3
2023-05-07,5
2023-05-08,9
2023-05-09,12
2023-05-10,11
2023-05-11,10
2023-05-12,13
2023-05-13,6
2023-05-14,1
2023-05-15,7
2023-05-16,7
2023-05-17,6
2023-05-18,9
2023-05-19,9
2023-05-20,3
2023-05-21,3
2023-05-22,7
2023-05-23,4
2023-05-24,4
2023-05-25,4
2023-05-26,5
2023-05-27,8
2023-05-28,1
2023-05-29,8
2023-05-30,7
