date,cases
2023-01-01,20
2023-01-02,49
2023-01-03,62
2023-01-04,50
2023-01-05,52
2023-01-06,41
2023-01-07,22
2023-01-08,26
2023-01-09,44
2023-01-10,62
2023-01-11,49
2023-01-12,40
2023-01-13,39
2023-01-14,20
2023-01-15,24
2023-01-16,27
2023-01-17,31
2023-01-18,43
2023-01-19,46
2023-01-20,45
2023-01-21,26
2023-01-22,30
2023-01-23,72
2023-01-24,53
2023-01-25,55
2023-01-26,40
2023-01-27,47
2023-01-28,37
2023-01-29,35
2023-01-30,59
2023-01-31,51
2023-02-01,52
2023-02-02,79
2023-02-03,89
2023-02-04,41
2023-02-05,32
2023-02-06,84
2023-02-07,73
2023-02-08,77
2023-02-09,105
2023-02-10,106
2023-02-11,48
2023-02-12,61
2023-02-13,76
2023-02-14,117
2023-02-15,123
2023-02-16,105
2023-02-17,133
2023-02-18,86
2023-02-19,78
2023-02-20,140
2023-02-21,141
2023-02-22,138
2023-02-23,154
2023-02-24,167
2023-02-25,99
2023-02-26,89
2023-02-27,210
2023-02-28,227
2023-03-01,225
2023-03-02,218
2023-03-03,227
2023-03-04,111
2023-03-05,122
2023-03-06,230
2023-03-07,280
2023-03-08,285
2023-03-09,279
2023-03-10,281
2023-03-11,153
2023-03-12,147
2023-03-13,289
2023-03-14,311
2023-03-15,296
2023-03-16,297
2023-03-17,299
2023-03-18,145
2023-03-19,135
2023-03-20,327
2023-03-21,278
2023-03-22,275
2023-03-23,245
2023-03-24,277
2023-03-25,130
2023-03-26,118
2023-03-27,273
2023-03-28,265
2023-03-29,255
2023-03-30,280
2023-03-31,245
2023-04-01,106
2023-04-02,89
2023-04-03,186
2023-04-04,200
2023-04-05,214
2023-04-06,191
2023-04-07,201
2023-04-08,79
2023-04-09,90
2023-04-10,166
2023-04-11,155
2023-04-12,165
2023-04-13,151
2023-04-14,132
2023-04-15,75
2023-04-16,65
2023-04-17,116
2023-04-18,130
2023-04-19,123
2023-04-20,99
2023-04-21,97
2023-04-22,54
2023-04-23,46
2023-04-24,84
2023-04-25,99
2023-04-26,85
2023-04-27,95
2023-04-28,102
2023-04-29,43
2023-04-30,46
2023-05-01,86
2023-05-02,76
2023-05-03,84
2023-05-04,87
2023-05-05,85
2023-05-06,34
2023-05-07,28
2023-05-08,73
2023-05-09,76
2023-05-10,66
2023-05-11,67
2023-05-12,56
2023-05-13,31
2023-05-14,27
2023-05-15,82
2023-05-16,58
2023-05-17,62
2023-05-18,50
2023-05-19,59
2023-05-20,36
2023-05-21,27
2023-05-22,60
2023-05-23,55
2023-05-24,67
2023-05-25,43
2023-05-26,61
2023-05-27,24
2023-05-28,26
2023-05-29,30
2023-05-30,32
