date,deaths
2023-01-01,0
2023-01-02,0
2023-01-03,0
2023-01-04,0
2023-01-05,4
2023-01-06,3
2023-01-07,2
2023-01-08,2
2023-01-09,4
2023-01-10,1
2023-01-11,2
2023-01-12,7
2023-01-13,0
2023-01-14,0
2023-01-15,0
2023-01-16,0
2023-01-17,0
2023-01-18,2
2023-01-19,0
2023-01-20,2
2023-01-21,2
2023-01-22,0
2023-01-23,2
2023-01-24,1
2023-01-25,0
2023-01-26,0
2023-01-27,1
2023-01-28,0
2023-01-29,0
2023-01-30,1
2023-01-31,1
2023-02-01,1
2023-02-02,2
2023-02-03,1
2023-02-04,0
2023-02-05,0
2023-02-06,0
2023-02-07,2
2023-02-08,0
2023-02-09,0
2023-02-10,0
2023-02-11,0
2023-02-12,0
2023-02-13,0
2023-02-14,0
2023-02-15,0
2023-02-16,0
2023-02-17,0
2023-02-18,1
2023-02-19,0
2023-02-20,0
2023-02-21,0
2023-02-22,1
2023-02-23,2
2023-02-24,0
2023-02-25,0
2023-02-26,1
2023-02-27,1
2023-02-28,1
2023-03-01,2
2023-03-02,2
2023-03-03,3
2023-03-04,0
2023-03-05,4
2023-03-06,0
2023-03-07,3
2023-03-08,2
2023-03-09,6
2023-03-10,1
2023-03-11,5
2023-03-12,2
2023-03-13,8
2023-03-14,10
2023-03-15,16
2023-03-16,7
2023-03-17,13
2023-03-18,6
2023-03-19,12
2023-03-20,21
2023-03-21,22
2023-03-22,25
2023-03-23,21
2023-03-24,32
2023-03-25,13
2023-03-26,16
2023-03-27,24
2023-03-28,43
2023-03-29,42
2023-03-30,36
2023-03-31,39
2023-04-01,20
2023-04-02,36
2023-04-03,53
2023-04-04,59
2023-04-05,55
2023-04-06,67
2023-04-07,48
2023-04-08,30
2023-04-09,35
2023-04-10,57
2023-04-11,78
2023-04-12,82
2023-04-13,66
2023-04-14,65
2023-04-15,38
2023-04-16,36
2023-04-17,80
2023-04-18,77
2023-04-19,64
2023-04-20,68
2023-04-21,75
2023-04-22,27
2023-04-23,34
2023-04-24,59
2023-04-25,87
2023-04-26,39
2023-04-27,51
2023-04-28,63
2023-04-29,32
2023-04-30,19
2023-05-01,40
2023-05-02,35
2023-05-03,28
2023-05-04,25
2023-05-05,25
2023-05-06,16
2023-05-07,11
2023-05-08,31
2023-05-09,27
2023-05-10,22
2023-05-11,32
2023-05-12,23
2023-05-13,8
2023-05-14,6
2023-05-15,9
2023-05-16,17
2023-05-17,12
2023-05-18,16
2023-05-19,13
2023-05-20,3
2023-05-21,7
2023-05-22,11
2023-05-23,12
2023-05-24,8
2023-05-25,7
2023-05-26,4
2023-05-27,8
2023-05-28,3
2023-05-29,4
2023-05-30,5
