day,I
1,91
2,102
3,95
4,98
5,100
6,87
7,111
8,89
9,109
10,94
11,100
12,91
13,102
14,86
15,102
16,108
17,98
18,109
19,115
20,110
21,90
22,129
23,105
24,118
25,121
26,123
27,127
28,138
29,140
30,135
31,138
32,161
33,130
34,171
35,178
36,203
37,189
38,188
39,197
40,242
41,212
42,264
43,268
44,284
45,309
46,275
47,343
48,347
49,394
50,388
51,390
52,467
53,497
54,494
55,572
56,568
57,613
58,700
59,662
60,754
61,777
62,915
63,918
64,975
65,1028
66,1069
67,1163
68,1224
69,1327
70,1437
71,1510
72,1554
73,1693
74,1761
75,1554
76,1118
77,743
78,769
79,804
80,794
81,705
82,596
83,503
84,476
85,470
86,397
87,342
88,329
89,275
90,292
91,218
92,205
93,213
94,193
95,149
96,155
97,136
98,129
99,128
100,103
101,82
102,98
103,82
104,73
105,59
106,44
107,45
108,47
109,46
110,29
111,36
112,40
113,34
114,30
115,25
116,23
117,16
118,11
119,22
120,26
121,13
122,12
123,14
124,9
125,10
126,8
127,6
128,8
129,9
130,6
131,5
132,1
133,5
134,3
135,4
136,3
137,2
138,2
139,1
140,2
141,0
142,0
143,1
144,0
145,1
146,1
147,0
148,0
149,0
150,0
