date,hospitalisations
2023-01-01,4
2023-01-02,2
2023-01-03,2
2023-01-04,2
2023-01-05,3
2023-01-06,5
2023-01-07,3
2023-01-08,3
2023-01-09,5
2023-01-10,6
2023-01-11,3
2023-01-12,4
2023-01-13,7
2023-01-14,3
2023-01-15,0
2023-01-16,7
2023-01-17,6
2023-01-18,5
2023-01-19,9
2023-01-20,3
2023-01-21,3
2023-01-22,1
2023-01-23,5
2023-01-24,2
2023-01-25,4
2023-01-26,5
2023-01-27,6
2023-01-28,3
2023-01-29,0
2023-01-30,6
2023-01-31,0
2023-02-01,4
2023-02-02,3
2023-02-03,1
2023-02-04,5
2023-02-05,3
2023-02-06,2
2023-02-07,7
2023-02-08,5
2023-02-09,7
2023-02-10,2
2023-02-11,3
2023-02-12,1
2023-02-13,5
2023-02-14,4
2023-02-15,6
2023-02-16,3
2023-02-17,3
2023-02-18,4
2023-02-19,3
2023-02-20,8
2023-02-21,6
2023-02-22,7
2023-02-23,6
2023-02-24,9
2023-02-25,2
2023-02-26,5
2023-02-27,8
2023-02-28,11
2023-03-01,7
2023-03-02,9
2023-03-03,6
2023-03-04,5
2023-03-05,5
2023-03-06,9
2023-03-07,6
2023-03-08,11
2023-03-09,11
2023-03-10,7
2023-03-11,5
2023-03-12,8
2023-03-13,14
2023-03-14,12
2023-03-15,15
2023-03-16,18
2023-03-17,15
2023-03-18,10
2023-03-19,8
2023-03-20,12
2023-03-21,19
2023-03-22,19
2023-03-23,32
2023-03-24,24
2023-03-25,13
2023-03-26,26
2023-03-27,29
2023-03-28,45
2023-03-29,32
2023-03-30,36
2023-03-31,28
2023-04-01,25
2023-04-02,13
2023-04-03,25
2023-04-04,30
2023-04-05,24
2023-04-06,11
2023-04-07,23
2023-04-08,7
2023-04-09,12
2023-04-10,11
2023-04-11,11
2023-04-12,11
2023-04-13,9
2023-04-14,14
2023-04-15,4
2023-04-16,4
2023-04-17,9
2023-04-18,11
2023-04-19,7
2023-04-20,5
2023-04-21,2
2023-04-22,1
2023-04-23,2
2023-04-24,2
2023-04-25,3
2023-04-26,2
2023-04-27,3
2023-04-28,3
2023-04-29,2
2023-04-30,2
2023-05-01,5
2023-05-02,1
2023-05-03,3
2023-05-04,1
2023-05-05,2
2023-05-06,1
2023-05-07,0
2023-05-08,0
2023-05-09,0
2023-05-10,1
2023-05-11,0
2023-05-12,0
2023-05-13,0
2023-05-14,1
2023-05-15,0
2023-05-16,0
2023-05-17,1
2023-05-18,2
2023-05-19,1
2023-05-20,0
2023-05-21,0
2023-05-22,0
2023-05-23,1
2023-05-24,0
2023-05-25,0
2023-05-26,0
2023-05-27,0
2023-05-28,0
2023-05-29,1
2023-05-30,1
