date,hospitalisations
2023-01-01,1
2023-01-02,5
2023-01-03,11
2023-01-04,4
2023-01-05,6
2023-01-06,3
2023-01-07,0
2023-01-08,5
2023-01-09,13
2023-01-10,6
2023-01-11,5
2023-01-12,8
2023-01-13,7
2023-01-14,8
2023-01-15,0
2023-01-16,8
2023-01-17,7
2023-01-18,10
2023-01-19,3
2023-01-20,4
2023-01-21,2
2023-01-22,2
2023-01-23,9
2023-01-24,6
2023-01-25,6
2023-01-26,8
2023-01-27,5
2023-01-28,0
2023-01-29,3
2023-01-30,6
2023-01-31,1
2023-02-01,2
2023-02-02,12
2023-02-03,7
2023-02-04,2
2023-02-05,3
2023-02-06,9
2023-02-07,9
2023-02-08,3
2023-02-09,6
2023-02-10,2
2023-02-11,3
2023-02-12,7
2023-02-13,4
2023-02-14,4
2023-02-15,2
2023-02-16,2
2023-02-17,12
2023-02-18,0
2023-02-19,3
2023-02-20,3
2023-02-21,8
2023-02-22,5
2023-02-23,7
2023-02-24,8
2023-02-25,0
2023-02-26,1
2023-02-27,13
2023-02-28,12
2023-03-01,9
2023-03-02,16
2023-03-03,7
2023-03-04,1
2023-03-05,6
2023-03-06,15
2023-03-07,8
2023-03-08,9
2023-03-09,21
2023-03-10,6
2023-03-11,2
2023-03-12,15
2023-03-13,8
2023-03-14,12
2023-03-15,9
2023-03-16,12
2023-03-17,14
2023-03-18,17
2023-03-19,10
2023-03-20,11
2023-03-21,19
2023-03-22,12
2023-03-23,22
2023-03-24,22
2023-03-25,8
2023-03-26,9
2023-03-27,31
2023-03-28,34
2023-03-29,15
2023-03-30,22
2023-03-31,21
2023-04-01,9
2023-04-02,8
2023-04-03,11
2023-04-04,20
2023-04-05,31
2023-04-06,33
2023-04-07,18
2023-04-08,5
2023-04-09,9
2023-04-10,29
2023-04-11,14
2023-04-12,11
2023-04-13,19
2023-04-14,6
2023-04-15,20
2023-04-16,9
2023-04-17,13
2023-04-18,14
2023-04-19,13
2023-04-20,18
2023-04-21,20
2023-04-22,12
2023-04-23,7
2023-04-24,18
2023-04-25,18
2023-04-26,13
2023-04-27,14
2023-04-28,11
2023-04-29,4
2023-04-30,12
2023-05-01,14
2023-05-02,10
2023-05-03,20
2023-05-04,38
2023-05-05,15
2023-05-06,10
2023-05-07,9
2023-05-08,21
2023-05-09,15
2023-05-10,10
2023-05-11,18
2023-05-12,15
2023-05-13,7
2023-05-14,6
2023-05-15,15
2023-05-16,6
2023-05-17,12
2023-05-18,18
2023-05-19,8
2023-05-20,3
2023-05-21,4
2023-05-22,9
2023-05-23,19
2023-05-24,18
2023-05-25,6
2023-05-26,18
2023-05-27,7
2023-05-28,3
2023-05-29,12
2023-05-30,18
