day,I
1,75
2,79
3,61
4,73
5,68
6,82
7,84
8,69
9,79
10,72
11,92
12,83
13,93
14,62
15,68
16,71
17,81
18,65
19,73
20,98
21,71
22,102
23,91
24,72
25,67
26,89
27,90
28,96
29,122
30,112
31,111
32,123
33,141
34,145
35,139
36,170
37,160
38,192
39,206
40,200
41,210
42,214
43,239
44,247
45,263
46,289
47,297
48,288
49,305
50,346
51,344
52,372
53,416
54,428
55,481
56,532
57,560
58,615
59,630
60,652
61,696
62,723
63,844
64,818
65,886
66,924
67,913
68,1019
69,1039
70,1095
71,1121
72,1223
73,1280
74,1287
75,1244
76,1320
77,1415
78,1490
79,1514
80,1533
81,1605
82,1634
83,1756
84,1658
85,1690
86,1717
87,1739
88,1693
89,1722
90,1712
91,1666
92,1714
93,1628
94,1685
95,1642
96,1606
97,1572
98,1547
99,1541
100,1480
101,1429
102,1369
103,1284
104,1351
105,1227
106,1227
107,1198
108,1097
109,1048
110,1039
111,1087
112,1021
113,922
114,901
115,864
116,805
117,721
118,752
119,737
120,673
121,700
122,597
123,628
124,582
125,555
126,531
127,526
128,494
129,476
130,497
131,437
132,457
133,421
134,422
135,411
136,389
137,354
138,340
139,310
140,301
141,300
142,299
143,261
144,268
145,245
146,261
147,220
148,219
149,208
150,194
