day,I
1,60
2,64
3,52
4,41
5,56
6,41
7,35
8,37
9,38
10,46
11,31
12,28
13,39
14,42
15,25
16,30
17,41
18,31
19,35
20,44
21,38
22,30
23,34
24,42
25,33
26,38
27,34
28,47
29,38
30,45
31,39
32,48
33,44
34,49
35,42
36,53
37,58
38,61
39,53
40,75
41,85
42,87
43,91
44,90
45,80
46,87
47,107
48,117
49,120
50,121
51,142
52,153
53,171
54,174
55,216
56,212
57,238
58,220
59,240
60,294
61,306
62,303
63,327
64,379
65,381
66,420
67,419
68,427
69,482
70,483
71,472
72,528
73,619
74,533
75,599
76,536
77,609
78,642
79,686
80,698
81,715
82,666
83,687
84,719
85,751
86,708
87,787
88,747
89,746
90,752
91,723
92,720
93,698
94,699
95,704
96,682
97,682
98,589
99,616
100,618
101,596
102,594
103,533
104,509
105,510
106,472
107,449
108,400
109,430
110,444
111,391
112,371
113,360
114,303
115,342
116,337
117,303
118,271
119,261
120,230
121,228
122,211
123,196
124,190
125,167
126,181
127,178
128,155
129,157
130,139
131,122
132,123
133,124
134,121
135,106
136,130
137,111
138,105
139,92
140,104
141,102
142,101
143,97
144,91
145,107
146,77
147,83
148,84
149,77
150,85
