day,I
1,58
2,60
3,62
4,56
5,57
6,55
7,70
8,49
9,59
10,48
11,55
12,47
13,54
14,38
15,48
16,32
17,47
18,42
19,48
20,40
21,43
22,46
23,37
24,40
25,38
26,40
27,42
28,40
29,42
30,39
31,31
32,33
33,46
34,33
35,31
36,46
37,45
38,46
39,43
40,44
41,51
42,57
43,55
44,58
45,63
46,41
47,98
48,63
49,89
50,89
51,87
52,108
53,117
54,114
55,143
56,152
57,153
58,153
59,188
60,180
61,209
62,211
63,222
64,261
65,264
66,309
67,322
68,323
69,331
70,396
71,444
72,444
73,511
74,518
75,503
76,638
77,608
78,651
79,673
80,640
81,601
82,499
83,415
84,389
85,332
86,312
87,270
88,263
89,237
90,193
91,169
92,162
93,136
94,118
95,118
96,88
97,91
98,70
99,59
100,67
101,51
102,63
103,36
104,41
105,31
106,39
107,34
108,28
109,15
110,18
111,11
112,11
113,11
114,12
115,11
116,4
117,6
118,4
119,6
120,7
121,4
122,3
123,0
124,2
125,0
126,2
127,1
128,1
129,1
130,0
131,0
132,1
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
