day,I
1,105
2,95
3,107
4,113
5,96
6,98
7,88
8,104
9,108
10,98
11,102
12,89
13,79
14,80
15,98
16,90
17,105
18,94
19,81
20,69
21,98
22,86
23,95
24,98
25,89
26,107
27,97
28,105
29,123
30,97
31,103
32,116
33,115
34,124
35,144
36,110
37,142
38,138
39,165
40,162
41,165
42,189
43,195
44,173
45,230
46,247
47,232
48,253
49,251
50,291
51,303
52,325
53,377
54,350
55,384
56,405
57,458
58,492
59,513
60,578
61,564
62,584
63,635
64,678
65,749
66,725
67,766
68,785
69,921
70,906
71,939
72,962
73,987
74,1043
75,1083
76,1099
77,1188
78,1176
79,1138
80,1253
81,1260
82,1275
83,1225
84,1303
85,1299
86,1356
87,1328
88,1332
89,1302
90,1395
91,1370
92,1327
93,1295
94,1252
95,1260
96,1258
97,1192
98,1165
99,1103
100,1046
101,1034
102,983
103,962
104,893
105,915
106,841
107,752
108,817
109,766
110,705
111,697
112,640
113,642
114,596
115,614
116,483
117,505
118,547
119,469
120,479
121,424
122,422
123,395
124,405
125,371
126,376
127,370
128,314
129,326
130,294
131,327
132,283
133,275
134,239
135,215
136,238
137,205
138,233
139,213
140,199
141,170
142,191
143,172
144,136
145,159
146,143
147,139
148,117
149,124
150,118
