date,cases
2023-01-01,7
2023-01-02,20
2023-01-03,27
2023-01-04,23
2023-01-05,25
2023-01-06,26
2023-01-07,12
2023-01-08,21
2023-01-09,28
2023-01-10,24
2023-01-11,34
2023-01-12,34
2023-01-13,41
2023-01-14,13
2023-01-15,11
2023-01-16,23
2023-01-17,25
2023-01-18,38
2023-01-19,31
2023-01-20,26
2023-01-21,15
2023-01-22,22
2023-01-23,29
2023-01-24,25
2023-01-25,32
2023-01-26,25
2023-01-27,19
2023-01-28,9
2023-01-29,10
2023-01-30,27
2023-01-31,34
2023-02-01,26
2023-02-02,38
2023-02-03,40
2023-02-04,18
2023-02-05,13
2023-02-06,31
2023-02-07,43
2023-02-08,39
2023-02-09,48
2023-02-10,50
2023-02-11,23
2023-02-12,25
2023-02-13,40
2023-02-14,53
2023-02-15,56
2023-02-16,69
2023-02-17,62
2023-02-18,32
2023-02-19,28
2023-02-20,70
2023-02-21,83
2023-02-22,80
2023-02-23,72
2023-02-24,101
2023-02-25,46
2023-02-26,38
2023-02-27,93
2023-02-28,99
2023-03-01,86
2023-03-02,103
2023-03-03,112
2023-03-04,62
2023-03-05,57
2023-03-06,125
2023-03-07,127
2023-03-08,125
2023-03-09,113
2023-03-10,133
2023-03-11,69
2023-03-12,59
2023-03-13,137
2023-03-14,137
2023-03-15,142
2023-03-16,161
2023-03-17,118
2023-03-18,69
2023-03-19,74
2023-03-20,144
2023-03-21,139
2023-03-22,145
2023-03-23,109
2023-03-24,132
2023-03-25,56
2023-03-26,75
2023-03-27,122
2023-03-28,117
2023-03-29,123
2023-03-30,123
2023-03-31,85
2023-04-01,53
2023-04-02,39
2023-04-03,88
2023-04-04,83
2023-04-05,77
2023-04-06,70
2023-04-07,56
2023-04-08,27
2023-04-09,29
2023-04-10,62
2023-04-11,47
2023-04-12,39
2023-04-13,33
2023-04-14,37
2023-04-15,15
2023-04-16,11
2023-04-17,21
2023-04-18,15
2023-04-19,21
2023-04-20,20
2023-04-21,15
2023-04-22,5
2023-04-23,8
2023-04-24,19
2023-04-25,6
2023-04-26,19
2023-04-27,22
2023-04-28,13
2023-04-29,10
2023-04-30,8
2023-05-01,21
2023-05-02,16
2023-05-03,20
2023-05-04,23
2023-05-05,22
2023-05-06,15
2023-05-07,7
2023-05-08,15
2023-05-09,22
2023-05-10,15
2023-05-11,17
2023-05-12,25
2023-05-13,17
2023-05-14,11
2023-05-15,25
2023-05-16,29
2023-05-17,23
2023-05-18,16
2023-05-19,21
2023-05-20,16
2023-05-21,17
2023-05-22,21
2023-05-23,21
2023-05-24,25
2023-05-25,45
2023-05-26,29
2023-05-27,13
2023-05-28,12
2023-05-29,32
2023-05-30,29
