day,I
1,100
2,81
3,70
4,83
5,77
6,63
7,72
8,62
9,61
10,73
11,68
12,53
13,60
14,67
15,65
16,61
17,66
18,69
19,60
20,73
21,55
22,75
23,79
24,57
25,78
26,67
27,75
28,93
29,92
30,106
31,106
32,103
33,128
34,130
35,131
36,155
37,169
38,189
39,201
40,222
41,258
42,286
43,295
44,353
45,375
46,413
47,491
48,566
49,645
50,685
51,853
52,882
53,979
54,1103
55,1209
56,1244
57,1484
58,1540
59,1770
60,1850
61,2105
62,2198
63,2392
64,2610
65,2811
66,3008
67,3183
68,3385
69,3559
70,3728
71,4019
72,4176
73,4295
74,4447
75,4625
76,4825
77,4871
78,4957
79,5202
80,5116
81,5301
82,5357
83,5241
84,5210
85,5202
86,5231
87,5172
88,5146
89,4970
90,4955
91,4906
92,4513
93,4514
94,4356
95,4181
96,3810
97,3704
98,3520
99,3174
100,3060
101,2896
102,2686
103,2580
104,2393
105,2162
106,2098
107,1958
108,1843
109,1642
110,1651
111,1546
112,1374
113,1320
114,1263
115,1228
116,1108
117,1054
118,1020
119,918
120,846
121,841
122,737
123,728
124,674
125,686
126,584
127,547
128,571
129,531
130,496
131,461
132,411
133,405
134,339
135,367
136,307
137,291
138,278
139,284
140,239
141,247
142,207
143,197
144,174
145,181
146,169
147,148
148,154
149,147
150,130
