date,deaths
2023-01-01,1
2023-01-02,5
2023-01-03,1
2023-01-04,3
2023-01-05,3
2023-01-06,1
2023-01-07,0
2023-01-08,2
2023-01-09,4
2023-01-10,0
2023-01-11,1
2023-01-12,3
2023-01-13,3
2023-01-14,2
2023-01-15,1
2023-01-16,2
2023-01-17,1
2023-01-18,2
2023-01-19,1
2023-01-20,1
2023-01-21,1
2023-01-22,0
2023-01-23,2
2023-01-24,1
2023-01-25,1
2023-01-26,1
2023-01-27,1
2023-01-28,2
2023-01-29,1
2023-01-30,0
2023-01-31,0
2023-02-01,0
2023-02-02,0
2023-02-03,0
2023-02-04,0
2023-02-05,1
2023-02-06,2
2023-02-07,0
2023-02-08,0
2023-02-09,0
2023-02-10,2
2023-02-11,2
2023-02-12,0
2023-02-13,2
2023-02-14,2
2023-02-15,0
2023-02-16,0
2023-02-17,1
2023-02-18,1
2023-02-19,2
2023-02-20,1
2023-02-21,1
2023-02-22,1
2023-02-23,0
2023-02-24,1
2023-02-25,1
2023-02-26,1
2023-02-27,4
2023-02-28,3
2023-03-01,1
2023-03-02,2
2023-03-03,1
2023-03-04,2
2023-03-05,2
2023-03-06,1
2023-03-07,1
2023-03-08,3
2023-03-09,7
2023-03-10,5
2023-03-11,0
2023-03-12,1
2023-03-13,5
2023-03-14,6
2023-03-15,6
2023-03-16,5
2023-03-17,13
2023-03-18,4
2023-03-19,4
2023-03-20,10
2023-03-21,16
2023-03-22,13
2023-03-23,12
2023-03-24,11
2023-03-25,10
2023-03-26,11
2023-03-27,19
2023-03-28,12
2023-03-29,19
2023-03-30,18
2023-03-31,21
2023-04-01,7
2023-04-02,7
2023-04-03,26
2023-04-04,17
2023-04-05,21
2023-04-06,21
2023-04-07,29
2023-04-08,10
2023-04-09,11
2023-04-10,24
2023-04-11,13
2023-04-12,13
2023-04-13,18
2023-04-14,23
2023-04-15,6
2023-04-16,6
2023-04-17,16
2023-04-18,19
2023-04-19,18
2023-04-20,17
2023-04-21,18
2023-04-22,6
2023-04-23,9
2023-04-24,15
2023-04-25,16
2023-04-26,14
2023-04-27,17
2023-04-28,15
2023-04-29,3
2023-04-30,5
2023-05-01,14
2023-05-02,21
2023-05-03,8
2023-05-04,8
2023-05-05,14
2023-05-06,1
2023-05-07,9
2023-05-08,7
2023-05-09,4
2023-05-10,12
2023-05-11,4
2023-05-12,13
2023-05-13,2
2023-05-14,3
2023-05-15,6
2023-05-16,4
2023-05-17,7
2023-05-18,4
2023-05-19,1
2023-05-20,0
2023-05-21,1
2023-05-22,2
2023-05-23,3
2023-05-24,3
2023-05-25,0
2023-05-26,3
2023-05-27,0
2023-05-28,1
2023-05-29,5
2023-05-30,3
