day,I
1,55
2,53
3,50
4,46
5,39
6,48
7,41
8,26
9,36
10,40
11,24
12,34
13,33
14,30
15,38
16,25
17,35
18,36
19,33
20,33
21,25
22,38
23,44
24,25
25,28
26,47
27,44
28,40
29,30
30,36
31,49
32,37
33,55
34,44
35,62
36,65
37,53
38,60
39,54
40,68
41,70
42,72
43,84
44,75
45,81
46,82
47,84
48,86
49,104
50,119
51,119
52,117
53,109
54,143
55,158
56,177
57,149
58,178
59,220
60,200
61,207
62,220
63,233
64,249
65,240
66,285
67,286
68,303
69,328
70,349
71,334
72,395
73,380
74,392
75,442
76,432
77,441
78,473
79,469
80,477
81,502
82,510
83,476
84,509
85,488
86,506
87,481
88,519
89,518
90,493
91,553
92,505
93,516
94,536
95,506
96,459
97,447
98,453
99,463
100,446
101,373
102,400
103,377
104,378
105,370
106,344
107,312
108,312
109,335
110,321
111,252
112,267
113,231
114,248
115,246
116,212
117,210
118,204
119,193
120,196
121,204
122,194
123,171
124,158
125,147
126,151
127,131
128,138
129,129
130,136
131,106
132,116
133,112
134,120
135,102
136,98
137,98
138,92
139,84
140,91
141,72
142,82
143,65
144,73
145,62
146,53
147,65
148,75
149,64
150,47
