day,I
1,86
2,88
3,51
4,118
5,142
6,82
7,72
8,95
9,104
10,52
11,75
12,44
13,110
14,74
15,80
16,87
17,122
18,106
19,96
20,110
21,76
22,108
23,164
24,125
25,143
26,160
27,110
28,99
29,166
30,185
31,160
32,123
33,186
34,123
35,260
36,292
37,153
38,256
39,225
40,267
41,346
42,306
43,217
44,352
45,525
46,325
47,554
48,277
49,604
50,536
51,597
52,654
53,530
54,723
55,770
56,792
57,780
58,734
59,775
60,829
61,1065
62,907
63,812
64,1033
65,1111
66,987
67,1024
68,1182
69,1103
70,1271
71,1077
72,1335
73,1246
74,1558
75,1240
76,974
77,1272
78,1365
79,1237
80,1410
81,1208
82,1412
83,1307
84,1277
85,1297
86,1171
87,1268
88,1051
89,1244
90,1153
91,1382
92,1235
93,1016
94,1215
95,1066
96,944
97,985
98,1019
99,950
100,916
101,939
102,713
103,791
104,828
105,660
106,765
107,692
108,713
109,556
110,703
111,678
112,646
113,558
114,522
115,627
116,567
117,482
118,491
119,502
120,486
121,468
122,599
123,430
124,350
125,323
126,395
127,464
128,370
129,346
130,302
131,372
132,291
133,348
134,224
135,269
136,224
137,304
138,273
139,209
140,298
141,186
142,219
143,297
144,198
145,210
146,155
147,121
148,172
149,195
150,97
