day,I
1,70
2,64
3,67
4,56
5,84
6,62
7,58
8,67
9,61
10,45
11,51
12,52
13,48
14,44
15,60
16,49
17,42
18,62
19,49
20,45
21,69
22,35
23,56
24,58
25,55
26,60
27,65
28,45
29,50
30,47
31,50
32,48
33,50
34,46
35,58
36,45
37,54
38,75
39,80
40,74
41,69
42,74
43,89
44,94
45,106
46,128
47,103
48,126
49,133
50,141
51,161
52,173
53,160
54,193
55,209
56,232
57,219
58,265
59,271
60,291
61,332
62,319
63,337
64,366
65,367
66,409
67,486
68,471
69,489
70,483
71,530
72,501
73,593
74,584
75,631
76,637
77,664
78,697
79,668
80,683
81,784
82,769
83,714
84,767
85,787
86,814
87,773
88,757
89,791
90,774
91,806
92,737
93,760
94,749
95,761
96,737
97,743
98,666
99,644
100,653
101,724
102,596
103,591
104,595
105,542
106,498
107,562
108,494
109,477
110,453
111,410
112,411
113,382
114,380
115,362
116,327
117,293
118,311
119,288
120,279
121,270
122,256
123,218
124,253
125,234
126,245
127,205
128,202
129,183
130,172
131,173
132,153
133,154
134,152
135,143
136,124
137,135
138,144
139,133
140,114
141,94
142,104
143,122
144,101
145,110
146,84
147,79
148,97
149,77
150,83
