date,cases,rt_mean,rt_median,rt_q025,rt_q975,rt_q25,rt_q75
2020-03-01,0,1.305305177533206,1.2955693463097138,1.0411934322451737,1.610722519598612,1.2084744232270581,1.3928390211544488
2020-03-02,3,1.305305177533206,1.2955693463097138,1.0411934322451737,1.610722519598612,1.2084744232270581,1.3928390211544488
2020-03-03,2,1.305305177533206,1.2955693463097138,1.0411934322451737,1.610722519598612,1.2084744232270581,1.3928390211544488
2020-03-04,5,1.305305177533206,1.2955693463097138,1.0411934322451737,1.610722519598612,1.2084744232270581,1.3928390211544488
2020-03-05,7,1.305305177533206,1.2955693463097138,1.0411934322451737,1.610722519598612,1.2084744232270581,1.3928390211544488
2020-03-06,1,1.305305177533206,1.2955693463097138,1.0411934322451737,1.610722519598612,1.2084744232270581,1.3928390211544488
2020-03-07,5,1.305305177533206,1.2955693463097138,1.0411934322451737,1.610722519598612,1.2084744232270581,1.3928390211544488
2020-03-08,9,1.3062938631504364,1.296318362962728,1.0605074317613055,1.5957216993696224,1.2150875663950211,1.387387484494878
2020-03-09,6,1.3078247951231103,1.2993340535851643,1.0768251682925956,1.5808872543884582,1.2242699233588954,1.3851688719168629
2020-03-10,6,1.3078278852109457,1.3021362427934084,1.088144440447143,1.5669472550961414,1.2260924717252946,1.3823445984964589
2020-03-11,13,1.3054269054358472,1.3013887101619044,1.0944638886595737,1.5489520718702923,1.2301389423334592,1.3766397552361598
2020-03-12,8,1.3016141274892892,1.2993247228677571,1.0989687529184182,1.5179130162791292,1.2302767169758688,1.3688897775766606
2020-03-13,10,1.2981019050890394,1.2968325554309725,1.10244825377685,1.5026359268925067,1.2318663646672947,1.3597914125500403
2020-03-14,10,1.2974096084005777,1.295808006696174,1.1080347184449948,1.4842297185013984,1.234401983869609,1.3596426698606858
2020-03-15,6,1.2955641333133923,1.294102025478281,1.1176875076444497,1.474636934396948,1.2356940502573053,1.3514482534965788
2020-03-16,5,1.2952478282089162,1.2929799338626289,1.1285383970907978,1.4756667218658563,1.2376723391258757,1.3503674951802052
2020-03-17,15,1.2936033047638804,1.2922384238486382,1.127305772073373,1.4715940257199907,1.2374963711261096,1.3463456840019448
2020-03-18,13,1.2894034551089224,1.2868199806850558,1.1293928475952515,1.4577645860803778,1.2375002314907437,1.3406855269201472
2020-03-19,14,1.2842521419108555,1.2850990132295834,1.127450430831376,1.4450425594824985,1.2317185507636468,1.3355086838805463
2020-03-20,13,1.2784615888882442,1.280558633046807,1.1201642127324316,1.4330739288124377,1.2268249381803538,1.3291355876356166
2020-03-21,12,1.2715803223723794,1.2725856575937977,1.1194166675661894,1.4194686163357868,1.2218060284534535,1.3216312747059766
2020-03-22,21,1.2683410009836669,1.2700378724550685,1.1119678001469897,1.4165458318493958,1.2166149307619074,1.3212388802018313
2020-03-23,17,1.2668504225691912,1.2702908438110447,1.106871255392209,1.4142382908307471,1.2168845407532478,1.316921424883764
2020-03-24,8,1.2691903866618766,1.272135338986014,1.1009716141780932,1.4106053743659202,1.2218806840863283,1.3205236203415232
2020-03-25,13,1.2767816544741888,1.280026116891918,1.1145621894625963,1.4200162540054626,1.2310532508320884,1.327292660438272
