day,I
1,61
2,58
3,65
4,60
5,58
6,45
7,41
8,47
9,45
10,44
11,40
12,55
13,50
14,44
15,42
16,50
17,44
18,45
19,54
20,52
21,46
22,40
23,44
24,33
25,48
26,47
27,42
28,46
29,56
30,39
31,50
32,57
33,57
34,66
35,65
36,55
37,66
38,66
39,67
40,88
41,86
42,85
43,100
44,90
45,111
46,123
47,116
48,128
49,137
50,163
51,139
52,195
53,204
54,193
55,213
56,230
57,268
58,263
59,281
60,307
61,342
62,341
63,353
64,399
65,370
66,484
67,425
68,442
69,499
70,493
71,569
72,520
73,552
74,590
75,573
76,608
77,661
78,634
79,653
80,686
81,695
82,699
83,785
84,798
85,770
86,764
87,778
88,776
89,805
90,803
91,780
92,766
93,767
94,750
95,758
96,752
97,682
98,675
99,640
100,614
101,603
102,555
103,579
104,545
105,491
106,478
107,449
108,423
109,444
110,405
111,382
112,374
113,401
114,358
115,330
116,340
117,316
118,327
119,266
120,271
121,263
122,266
123,267
124,250
125,227
126,223
127,209
128,210
129,193
130,185
131,154
132,166
133,180
134,188
135,153
136,141
137,140
138,129
139,117
140,121
141,134
142,96
143,113
144,113
145,87
146,114
147,76
148,77
149,77
150,76
