day,I
1,93
2,101
3,70
4,77
5,103
6,105
7,108
8,82
9,62
10,130
11,106
12,124
13,101
14,117
15,124
16,120
17,163
18,248
19,161
20,124
21,224
22,109
23,165
24,93
25,158
26,212
27,174
28,105
29,218
30,255
31,171
32,145
33,167
34,284
35,188
36,213
37,345
38,305
39,129
40,369
41,267
42,301
43,276
44,417
45,397
46,320
47,375
48,539
49,579
50,427
51,650
52,542
53,557
54,655
55,755
56,741
57,611
58,880
59,853
60,958
61,828
62,932
63,1037
64,1146
65,1167
66,1225
67,1035
68,1171
69,1345
70,1301
71,1225
72,1312
73,1266
74,1297
75,1417
76,1521
77,1302
78,1337
79,1448
80,1213
81,1512
82,1476
83,1537
84,1481
85,1520
86,1536
87,1391
88,1192
89,1500
90,1244
91,1353
92,1082
93,1195
94,1182
95,1236
96,1083
97,934
98,985
99,900
100,736
101,932
102,869
103,842
104,815
105,681
106,701
107,671
108,640
109,655
110,657
111,623
112,619
113,412
114,421
115,491
116,472
117,446
118,491
119,572
120,387
121,345
122,340
123,408
124,467
125,354
126,350
127,355
128,335
129,296
130,262
131,371
132,243
133,359
134,303
135,274
136,264
137,142
138,249
139,197
140,230
141,349
142,225
143,121
144,196
145,193
146,181
147,158
148,135
149,175
150,166
