day,I
1,118
2,140
3,114
4,109
5,101
6,97
7,102
8,94
9,95
10,91
11,87
12,88
13,80
14,92
15,106
16,89
17,106
18,93
19,85
20,108
21,92
22,101
23,107
24,102
25,107
26,120
27,96
28,133
29,113
30,152
31,163
32,151
33,173
34,193
35,210
36,249
37,256
38,336
39,355
40,407
41,452
42,467
43,546
44,622
45,726
46,827
47,985
48,1129
49,1359
50,1585
51,1919
52,2168
53,2606
54,3057
55,3539
56,4136
57,4980
58,5510
59,6347
60,7317
61,8127
62,9202
63,10406
64,11673
65,13015
66,14478
67,15870
68,17488
69,19386
70,21199
71,23028
72,24988
73,27099
74,28856
75,30908
76,32919
77,34283
78,36646
79,37686
80,39570
81,41004
82,42063
83,43039
84,43863
85,44775
86,45094
87,45738
88,45814
89,45338
90,45195
91,43823
92,42965
93,42011
94,40005
95,38857
96,36820
97,34804
98,32496
99,30542
100,28258
101,26076
102,23995
103,21852
104,20123
105,18096
106,17045
107,15428
108,14129
109,13101
110,11885
111,11018
112,10111
113,9297
114,8669
115,7681
116,7151
117,6402
118,5825
119,5366
120,5012
121,4509
122,3964
123,3867
124,3368
125,3301
126,3002
127,2745
128,2545
129,2284
130,2109
131,1935
132,1776
133,1584
134,1480
135,1339
136,1259
137,1089
138,1048
139,916
140,870
141,791
142,719
143,642
144,589
145,512
146,499
147,459
148,415
149,352
150,332
