day,I
1,149
2,137
3,140
4,130
5,113
6,103
7,97
8,91
9,82
10,84
11,98
12,82
13,76
14,58
15,70
16,76
17,82
18,69
19,98
20,83
21,83
22,107
23,94
24,87
25,111
26,98
27,117
28,125
29,142
30,154
31,176
32,190
33,209
34,217
35,267
36,257
37,329
38,328
39,349
40,436
41,431
42,488
43,584
44,698
45,800
46,860
47,1018
48,1231
49,1379
50,1640
51,1993
52,2354
53,2756
54,3302
55,3975
56,4500
57,5384
58,6207
59,7131
60,8220
61,9270
62,10510
63,11678
64,13468
65,14834
66,16346
67,18275
68,20146
69,22181
70,23809
71,26119
72,28518
73,30697
74,33386
75,35242
76,37590
77,39652
78,41539
79,44143
80,45351
81,47878
82,48915
83,49821
84,50781
85,51707
86,52683
87,52384
88,52830
89,52306
90,51248
91,50494
92,49138
93,47532
94,45834
95,43922
96,41863
97,39458
98,37411
99,35166
100,32247
101,29829
102,27458
103,25137
104,23084
105,20978
106,19472
107,17670
108,16144
109,14837
110,13509
111,12417
112,11390
113,10287
114,9661
115,8661
116,8192
117,7426
118,6799
119,6245
120,5512
121,5152
122,4766
123,4210
124,3894
125,3533
126,3278
127,2980
128,2788
129,2488
130,2317
131,2170
132,1923
133,1779
134,1539
135,1404
136,1285
137,1195
138,1110
139,1028
140,926
141,833
142,778
143,642
144,616
145,529
146,461
147,467
148,393
149,360
150,355
