date,cases
2023-01-01,25
2023-01-02,54
2023-01-03,36
2023-01-04,48
2023-01-05,48
2023-01-06,51
2023-01-07,19
2023-01-08,33
2023-01-09,47
2023-01-10,39
2023-01-11,39
2023-01-12,37
2023-01-13,40
2023-01-14,8
2023-01-15,11
2023-01-16,34
2023-01-17,32
2023-01-18,27
2023-01-19,34
2023-01-20,41
2023-01-21,29
2023-01-22,19
2023-01-23,47
2023-01-24,47
2023-01-25,34
2023-01-26,40
2023-01-27,63
2023-01-28,35
2023-01-29,34
2023-01-30,53
2023-01-31,49
2023-02-01,61
2023-02-02,72
2023-02-03,77
2023-02-04,36
2023-02-05,31
2023-02-06,90
2023-02-07,77
2023-02-08,82
2023-02-09,114
2023-02-10,120
2023-02-11,55
2023-02-12,72
2023-02-13,108
2023-02-14,173
2023-02-15,187
2023-02-16,172
2023-02-17,217
2023-02-18,145
2023-02-19,150
2023-02-20,306
2023-02-21,333
2023-02-22,343
2023-02-23,371
2023-02-24,400
2023-02-25,242
2023-02-26,251
2023-02-27,592
2023-02-28,653
2023-03-01,699
2023-03-02,745
2023-03-03,791
2023-03-04,442
2023-03-05,458
2023-03-06,1077
2023-03-07,1134
2023-03-08,1158
2023-03-09,1210
2023-03-10,1317
2023-03-11,684
2023-03-12,705
2023-03-13,1521
2023-03-14,1537
2023-03-15,1585
2023-03-16,1651
2023-03-17,1690
2023-03-18,838
2023-03-19,938
2023-03-20,1757
2023-03-21,1776
2023-03-22,1729
2023-03-23,1838
2023-03-24,1823
2023-03-25,887
2023-03-26,945
2023-03-27,1840
2023-03-28,1801
2023-03-29,1845
2023-03-30,1721
2023-03-31,1629
2023-04-01,747
2023-04-02,728
2023-04-03,1494
2023-04-04,1482
2023-04-05,1363
2023-04-06,1346
2023-04-07,1211
2023-04-08,609
2023-04-09,567
2023-04-10,1036
2023-04-11,1004
2023-04-12,925
2023-04-13,829
2023-04-14,810
2023-04-15,368
2023-04-16,333
2023-04-17,658
2023-04-18,563
2023-04-19,523
2023-04-20,521
2023-04-21,473
2023-04-22,212
2023-04-23,224
2023-04-24,386
2023-04-25,392
2023-04-26,393
2023-04-27,338
2023-04-28,329
2023-04-29,153
2023-04-30,136
2023-05-01,285
2023-05-02,284
2023-05-03,268
2023-05-04,224
2023-05-05,201
2023-05-06,109
2023-05-07,112
2023-05-08,194
2023-05-09,190
2023-05-10,166
2023-05-11,170
2023-05-12,155
2023-05-13,104
2023-05-14,75
2023-05-15,151
2023-05-16,129
2023-05-17,138
2023-05-18,145
2023-05-19,100
2023-05-20,55
2023-05-21,60
2023-05-22,110
2023-05-23,127
2023-05-24,93
2023-05-25,117
2023-05-26,97
2023-05-27,50
2023-05-28,30
2023-05-29,62
2023-05-30,68
