date,deaths
2023-01-01,3
2023-01-02,5
2023-01-03,4
2023-01-04,1
2023-01-05,4
2023-01-06,4
2023-01-07,2
2023-01-08,1
2023-01-09,1
2023-01-10,4
2023-01-11,4
2023-01-12,1
2023-01-13,3
2023-01-14,1
2023-01-15,0
2023-01-16,1
2023-01-17,0
2023-01-18,3
2023-01-19,0
2023-01-20,1
2023-01-21,0
2023-01-22,0
2023-01-23,1
2023-01-24,2
2023-01-25,1
2023-01-26,1
2023-01-27,1
2023-01-28,0
2023-01-29,0
2023-01-30,1
2023-01-31,0
2023-02-01,0
2023-02-02,1
2023-02-03,1
2023-02-04,0
2023-02-05,2
2023-02-06,1
2023-02-07,0
2023-02-08,0
2023-02-09,0
2023-02-10,1
2023-02-11,0
2023-02-12,0
2023-02-13,1
2023-02-14,0
2023-02-15,2
2023-02-16,0
2023-02-17,0
2023-02-18,0
2023-02-19,1
2023-02-20,1
2023-02-21,2
2023-02-22,0
2023-02-23,2
2023-02-24,1
2023-02-25,1
2023-02-26,3
2023-02-27,2
2023-02-28,0
2023-03-01,1
2023-03-02,2
2023-03-03,3
2023-03-04,3
2023-03-05,0
2023-03-06,5
2023-03-07,4
2023-03-08,5
2023-03-09,6
2023-03-10,5
2023-03-11,1
2023-03-12,1
2023-03-13,8
2023-03-14,13
2023-03-15,5
2023-03-16,7
2023-03-17,9
2023-03-18,3
2023-03-19,3
2023-03-20,12
2023-03-21,15
2023-03-22,11
2023-03-23,10
2023-03-24,13
2023-03-25,10
2023-03-26,6
2023-03-27,19
2023-03-28,17
2023-03-29,15
2023-03-30,13
2023-03-31,16
2023-04-01,12
2023-04-02,12
2023-04-03,21
2023-04-04,19
2023-04-05,18
2023-04-06,12
2023-04-07,14
2023-04-08,11
2023-04-09,9
2023-04-10,25
2023-04-11,16
2023-04-12,15
2023-04-13,28
2023-04-14,25
2023-04-15,12
2023-04-16,13
2023-04-17,25
2023-04-18,19
2023-04-19,24
2023-04-20,19
2023-04-21,22
2023-04-22,10
2023-04-23,8
2023-04-24,26
2023-04-25,17
2023-04-26,8
2023-04-27,20
2023-04-28,11
2023-04-29,8
2023-04-30,3
2023-05-01,20
2023-05-02,13
2023-05-03,10
2023-05-04,9
2023-05-05,11
2023-05-06,4
2023-05-07,8
2023-05-08,8
2023-05-09,8
2023-05-10,13
2023-05-11,11
2023-05-12,7
2023-05-13,2
2023-05-14,2
2023-05-15,6
2023-05-16,4
2023-05-17,5
2023-05-18,4
2023-05-19,8
2023-05-20,4
2023-05-21,2
2023-05-22,2
2023-05-23,5
2023-05-24,9
2023-05-25,4
2023-05-26,2
2023-05-27,2
2023-05-28,1
2023-05-29,4
2023-05-30,2
