day,I
1,84
2,83
3,98
4,109
5,110
6,75
7,79
8,104
9,78
10,94
11,97
12,100
13,101
14,88
15,96
16,100
17,98
18,92
19,101
20,107
21,96
22,108
23,111
24,119
25,103
26,125
27,113
28,114
29,128
30,120
31,121
32,134
33,159
34,158
35,171
36,188
37,178
38,187
39,210
40,190
41,225
42,226
43,236
44,268
45,269
46,266
47,321
48,349
49,378
50,367
51,447
52,391
53,457
54,513
55,587
56,549
57,583
58,622
59,685
60,680
61,817
62,821
63,916
64,982
65,976
66,1080
67,1115
68,1256
69,1373
70,1425
71,1478
72,1568
73,1709
74,1759
75,1519
76,1130
77,730
78,699
79,779
80,739
81,692
82,617
83,523
84,444
85,405
86,357
87,345
88,290
89,296
90,259
91,209
92,207
93,170
94,149
95,160
96,151
97,119
98,111
99,102
100,86
101,81
102,84
103,64
104,69
105,46
106,48
107,44
108,43
109,25
110,41
111,21
112,25
113,21
114,19
115,18
116,23
117,16
118,14
119,12
120,11
121,16
122,8
123,4
124,7
125,5
126,3
127,8
128,2
129,3
130,3
131,4
132,4
133,2
134,3
135,1
136,0
137,2
138,2
139,2
140,2
141,1
142,0
143,0
144,0
145,0
146,1
147,1
148,2
149,0
150,0
