date,cases
2023-01-01,14
2023-01-02,32
2023-01-03,19
2023-01-04,35
2023-01-05,39
2023-01-06,26
2023-01-07,34
2023-01-08,18
2023-01-09,43
2023-01-10,60
2023-01-11,48
2023-01-12,46
2023-01-13,42
2023-01-14,31
2023-01-15,29
2023-01-16,55
2023-01-17,75
2023-01-18,62
2023-01-19,58
2023-01-20,80
2023-01-21,41
2023-01-22,56
2023-01-23,79
2023-01-24,104
2023-01-25,113
2023-01-26,136
2023-01-27,118
2023-01-28,58
2023-01-29,75
2023-01-30,145
2023-01-31,141
2023-02-01,167
2023-02-02,136
2023-02-03,145
2023-02-04,73
2023-02-05,74
2023-02-06,160
2023-02-07,158
2023-02-08,175
2023-02-09,146
2023-02-10,162
2023-02-11,65
2023-02-12,70
2023-02-13,156
2023-02-14,159
2023-02-15,122
2023-02-16,109
2023-02-17,98
2023-02-18,54
2023-02-19,47
2023-02-20,75
2023-02-21,66
2023-02-22,55
2023-02-23,56
2023-02-24,57
2023-02-25,26
2023-02-26,22
2023-02-27,37
2023-02-28,21
2023-03-01,36
2023-03-02,28
2023-03-03,30
2023-03-04,12
2023-03-05,9
2023-03-06,29
2023-03-07,20
2023-03-08,20
2023-03-09,18
2023-03-10,16
2023-03-11,10
2023-03-12,8
2023-03-13,26
2023-03-14,28
2023-03-15,21
2023-03-16,24
2023-03-17,24
2023-03-18,11
2023-03-19,14
2023-03-20,24
2023-03-21,36
2023-03-22,23
2023-03-23,25
2023-03-24,27
2023-03-25,21
2023-03-26,18
2023-03-27,37
2023-03-28,38
2023-03-29,44
2023-03-30,32
2023-03-31,39
2023-04-01,19
2023-04-02,12
2023-04-03,38
2023-04-04,38
2023-04-05,40
2023-04-06,39
2023-04-07,40
2023-04-08,16
2023-04-09,21
2023-04-10,42
2023-04-11,39
2023-04-12,36
2023-04-13,31
2023-04-14,32
2023-04-15,16
2023-04-16,11
2023-04-17,18
2023-04-18,24
2023-04-19,18
2023-04-20,20
2023-04-21,19
2023-04-22,10
2023-04-23,3
2023-04-24,13
2023-04-25,17
2023-04-26,15
2023-04-27,15
2023-04-28,9
2023-04-29,3
2023-04-30,7
2023-05-01,8
2023-05-02,7
2023-05-03,3
2023-05-04,4
2023-05-05,9
2023-05-06,3
2023-05-07,3
2023-05-08,6
2023-05-09,8
2023-05-10,6
2023-05-11,3
2023-05-12,4
2023-05-13,2
2023-05-14,4
2023-05-15,4
2023-05-16,12
2023-05-17,9
2023-05-18,8
2023-05-19,9
2023-05-20,7
2023-05-21,6
2023-05-22,13
2023-05-23,12
2023-05-24,11
2023-05-25,15
2023-05-26,10
2023-05-27,10
2023-05-28,11
2023-05-29,25
2023-05-30,29
