day,I
1,102
2,113
3,105
4,127
5,122
6,111
7,149
8,125
9,130
10,147
11,158
12,166
13,149
14,172
15,205
16,206
17,233
18,226
19,259
20,266
21,275
22,292
23,285
24,325
25,364
26,349
27,395
28,363
29,434
30,443
31,410
32,444
33,450
34,439
35,426
36,415
37,432
38,411
39,403
40,368
41,375
42,309
43,310
44,301
45,270
46,228
47,238
48,197
49,171
50,183
51,165
52,151
53,113
54,126
55,100
56,115
57,100
58,121
59,102
60,88
61,85
62,83
63,101
64,89
65,85
66,90
67,97
68,79
69,114
70,96
71,111
72,90
73,119
74,126
75,126
76,162
77,149
78,153
79,171
80,180
81,180
82,200
83,200
84,244
85,229
86,251
87,267
88,268
89,255
90,268
91,294
92,285
93,294
94,271
95,258
96,264
97,278
98,246
99,228
100,241
101,217
102,182
103,169
104,151
105,152
106,162
107,140
108,112
109,119
110,101
111,84
112,86
113,76
114,77
115,77
116,47
117,54
118,66
119,43
120,41
121,48
122,54
123,49
124,58
125,56
126,48
127,57
128,56
129,68
130,65
131,75
132,64
133,80
134,80
135,89
136,88
137,86
138,104
139,83
140,119
141,118
142,116
143,135
144,144
145,137
146,174
147,125
148,153
149,145
150,152
