day,I
1,79
2,90
3,79
4,81
5,78
6,75
7,67
8,63
9,82
10,44
11,57
12,58
13,61
14,57
15,62
16,54
17,61
18,53
19,59
20,58
21,60
22,69
23,65
24,70
25,59
26,67
27,71
28,57
29,65
30,73
31,62
32,73
33,75
34,68
35,78
36,95
37,87
38,84
39,100
40,112
41,100
42,122
43,117
44,128
45,103
46,122
47,144
48,143
49,152
50,171
51,200
52,186
53,199
54,216
55,250
56,243
57,264
58,308
59,333
60,359
61,417
62,441
63,443
64,462
65,539
66,572
67,626
68,635
69,707
70,756
71,805
72,873
73,943
74,1017
75,1130
76,1218
77,1280
78,1366
79,1480
80,1339
81,1200
82,1032
83,890
84,783
85,759
86,653
87,565
88,472
89,394
90,401
91,338
92,328
93,237
94,205
95,204
96,189
97,166
98,144
99,118
100,101
101,87
102,109
103,90
104,72
105,61
106,45
107,36
108,48
109,36
110,32
111,35
112,22
113,33
114,27
115,20
116,21
117,16
118,17
119,20
120,15
121,12
122,12
123,9
124,5
125,7
126,10
127,10
128,7
129,8
130,2
131,3
132,5
133,2
134,2
135,3
136,3
137,0
138,3
139,1
140,3
141,2
142,1
143,1
144,0
145,1
146,0
147,1
148,0
149,0
150,0
