day,I
1,74
2,67
3,93
4,69
5,71
6,55
7,57
8,74
9,61
10,68
11,43
12,49
13,73
14,72
15,64
16,58
17,61
18,69
19,77
20,69
21,85
22,56
23,63
24,67
25,68
26,62
27,62
28,76
29,67
30,76
31,78
32,73
33,70
34,75
35,84
36,99
37,95
38,91
39,97
40,99
41,91
42,122
43,131
44,127
45,139
46,142
47,154
48,160
49,161
50,162
51,200
52,195
53,227
54,257
55,254
56,266
57,273
58,339
59,330
60,373
61,400
62,406
63,431
64,483
65,447
66,489
67,521
68,559
69,615
70,619
71,633
72,637
73,660
74,674
75,698
76,713
77,773
78,796
79,771
80,791
81,788
82,795
83,874
84,801
85,797
86,811
87,828
88,806
89,790
90,812
91,814
92,782
93,769
94,779
95,764
96,756
97,693
98,736
99,698
100,714
101,645
102,618
103,585
104,608
105,560
106,580
107,512
108,469
109,455
110,496
111,443
112,395
113,409
114,383
115,376
116,371
117,350
118,321
119,348
120,286
121,319
122,290
123,293
124,271
125,248
126,242
127,253
128,243
129,237
130,215
131,196
132,195
133,176
134,201
135,157
136,166
137,139
138,159
139,145
140,137
141,145
142,152
143,130
144,141
145,128
146,109
147,112
148,112
149,103
150,97
