day,I
1,117
2,88
3,98
4,107
5,100
6,97
7,108
8,86
9,79
10,92
11,84
12,97
13,89
14,101
15,77
16,89
17,122
18,109
19,101
20,87
21,103
22,87
23,114
24,110
25,113
26,114
27,110
28,96
29,115
30,121
31,130
32,123
33,138
34,140
35,155
36,124
37,151
38,151
39,149
40,189
41,179
42,192
43,223
44,232
45,231
46,258
47,257
48,297
49,320
50,334
51,360
52,388
53,369
54,431
55,454
56,466
57,474
58,524
59,525
60,544
61,626
62,596
63,680
64,657
65,661
66,704
67,768
68,725
69,828
70,806
71,812
72,831
73,838
74,855
75,857
76,920
77,886
78,890
79,880
80,929
81,915
82,932
83,863
84,921
85,897
86,901
87,917
88,903
89,847
90,890
91,895
92,806
93,763
94,841
95,821
96,731
97,675
98,700
99,718
100,629
101,660
102,609
103,616
104,554
105,580
106,524
107,510
108,475
109,476
110,483
111,468
112,445
113,435
114,426
115,374
116,388
117,366
118,370
119,374
120,361
121,301
122,328
123,323
124,286
125,297
126,292
127,284
128,272
129,252
130,249
131,247
132,212
133,214
134,202
135,240
136,199
137,184
138,187
139,164
140,172
141,189
142,161
143,149
144,153
145,158
146,125
147,149
148,141
149,121
150,142
