day,I
1,106
2,116
3,114
4,83
5,104
6,104
7,101
8,92
9,94
10,83
11,106
12,102
13,112
14,94
15,81
16,100
17,88
18,104
19,99
20,94
21,104
22,110
23,124
24,106
25,93
26,123
27,85
28,109
29,132
30,131
31,121
32,118
33,123
34,149
35,153
36,143
37,168
38,169
39,182
40,183
41,190
42,201
43,218
44,217
45,231
46,256
47,290
48,260
49,311
50,354
51,347
52,358
53,377
54,403
55,410
56,438
57,509
58,481
59,516
60,544
61,609
62,590
63,618
64,641
65,673
66,679
67,646
68,748
69,736
70,773
71,801
72,748
73,851
74,801
75,864
76,933
77,870
78,874
79,899
80,934
81,909
82,929
83,910
84,938
85,867
86,906
87,909
88,906
89,881
90,853
91,834
92,823
93,844
94,781
95,804
96,762
97,723
98,715
99,670
100,637
101,647
102,602
103,540
104,592
105,543
106,592
107,511
108,499
109,492
110,412
111,439
112,449
113,434
114,412
115,438
116,379
117,386
118,363
119,329
120,360
121,326
122,324
123,324
124,282
125,291
126,265
127,268
128,272
129,254
130,266
131,264
132,219
133,206
134,219
135,226
136,212
137,201
138,212
139,191
140,170
141,162
142,183
143,190
144,160
145,149
146,145
147,151
148,151
149,130
150,129
