date,deaths
2023-01-01,1
2023-01-02,4
2023-01-03,0
2023-01-04,3
2023-01-05,2
2023-01-06,8
2023-01-07,0
2023-01-08,3
2023-01-09,6
2023-01-10,2
2023-01-11,3
2023-01-12,3
2023-01-13,3
2023-01-14,0
2023-01-15,3
2023-01-16,4
2023-01-17,1
2023-01-18,3
2023-01-19,0
2023-01-20,4
2023-01-21,1
2023-01-22,0
2023-01-23,2
2023-01-24,1
2023-01-25,5
2023-01-26,0
2023-01-27,0
2023-01-28,0
2023-01-29,1
2023-01-30,0
2023-01-31,1
2023-02-01,0
2023-02-02,1
2023-02-03,1
2023-02-04,0
2023-02-05,1
2023-02-06,0
2023-02-07,2
2023-02-08,1
2023-02-09,2
2023-02-10,1
2023-02-11,1
2023-02-12,0
2023-02-13,2
2023-02-14,2
2023-02-15,2
2023-02-16,2
2023-02-17,2
2023-02-18,0
2023-02-19,0
2023-02-20,5
2023-02-21,0
2023-02-22,7
2023-02-23,4
2023-02-24,2
2023-02-25,3
2023-02-26,2
2023-02-27,6
2023-02-28,5
2023-03-01,6
2023-03-02,7
2023-03-03,7
2023-03-04,1
2023-03-05,3
2023-03-06,3
2023-03-07,8
2023-03-08,5
2023-03-09,6
2023-03-10,13
2023-03-11,2
2023-03-12,6
2023-03-13,13
2023-03-14,7
2023-03-15,15
2023-03-16,9
2023-03-17,15
2023-03-18,7
2023-03-19,5
2023-03-20,15
2023-03-21,31
2023-03-22,16
2023-03-23,23
2023-03-24,25
2023-03-25,9
2023-03-26,15
2023-03-27,22
2023-03-28,45
2023-03-29,20
2023-03-30,36
2023-03-31,45
2023-04-01,23
2023-04-02,14
2023-04-03,27
2023-04-04,31
2023-04-05,25
2023-04-06,53
2023-04-07,35
2023-04-08,16
2023-04-09,22
2023-04-10,42
2023-04-11,56
2023-04-12,35
2023-04-13,25
2023-04-14,45
2023-04-15,9
2023-04-16,9
2023-04-17,30
2023-04-18,27
2023-04-19,24
2023-04-20,43
2023-04-21,50
2023-04-22,9
2023-04-23,14
2023-04-24,31
2023-04-25,8
2023-04-26,16
2023-04-27,29
2023-04-28,34
2023-04-29,10
2023-04-30,7
2023-05-01,17
2023-05-02,15
2023-05-03,25
2023-05-04,15
2023-05-05,21
2023-05-06,4
2023-05-07,11
2023-05-08,16
2023-05-09,17
2023-05-10,8
2023-05-11,11
2023-05-12,8
2023-05-13,3
2023-05-14,4
2023-05-15,8
2023-05-16,12
2023-05-17,7
2023-05-18,4
2023-05-19,7
2023-05-20,4
2023-05-21,5
2023-05-22,6
2023-05-23,7
2023-05-24,7
2023-05-25,10
2023-05-26,8
2023-05-27,1
2023-05-28,1
2023-05-29,4
2023-05-30,9
