date,cases
2023-01-01,12
2023-01-02,26
2023-01-03,28
2023-01-04,35
2023-01-05,45
2023-01-06,46
2023-01-07,21
2023-01-08,19
2023-01-09,54
2023-01-10,53
2023-01-11,47
2023-01-12,43
2023-01-13,58
2023-01-14,28
2023-01-15,36
2023-01-16,67
2023-01-17,75
2023-01-18,65
2023-01-19,63
2023-01-20,70
2023-01-21,46
2023-01-22,50
2023-01-23,96
2023-01-24,137
2023-01-25,130
2023-01-26,140
2023-01-27,167
2023-01-28,92
2023-01-29,90
2023-01-30,197
2023-01-31,163
2023-02-01,198
2023-02-02,222
2023-02-03,228
2023-02-04,123
2023-02-05,114
2023-02-06,258
2023-02-07,240
2023-02-08,242
2023-02-09,219
2023-02-10,205
2023-02-11,122
2023-02-12,108
2023-02-13,190
2023-02-14,177
2023-02-15,174
2023-02-16,194
2023-02-17,168
2023-02-18,67
2023-02-19,75
2023-02-20,117
2023-02-21,100
2023-02-22,102
2023-02-23,96
2023-02-24,86
2023-02-25,36
2023-02-26,39
2023-02-27,62
2023-02-28,68
2023-03-01,57
2023-03-02,44
2023-03-03,37
2023-03-04,16
2023-03-05,22
2023-03-06,33
2023-03-07,37
2023-03-08,37
2023-03-09,43
2023-03-10,35
2023-03-11,24
2023-03-12,19
2023-03-13,28
2023-03-14,28
2023-03-15,37
2023-03-16,34
2023-03-17,44
2023-03-18,23
2023-03-19,20
2023-03-20,50
2023-03-21,44
2023-03-22,44
2023-03-23,47
2023-03-24,49
2023-03-25,19
2023-03-26,25
2023-03-27,63
2023-03-28,57
2023-03-29,69
2023-03-30,66
2023-03-31,79
2023-04-01,26
2023-04-02,32
2023-04-03,71
2023-04-04,79
2023-04-05,82
2023-04-06,83
2023-04-07,87
2023-04-08,37
2023-04-09,34
2023-04-10,67
2023-04-11,48
2023-04-12,60
2023-04-13,50
2023-04-14,50
2023-04-15,19
2023-04-16,22
2023-04-17,44
2023-04-18,37
2023-04-19,52
2023-04-20,30
2023-04-21,39
2023-04-22,5
2023-04-23,13
2023-04-24,32
2023-04-25,20
2023-04-26,25
2023-04-27,17
2023-04-28,15
2023-04-29,1
2023-04-30,5
2023-05-01,8
2023-05-02,15
2023-05-03,13
2023-05-04,10
2023-05-05,5
2023-05-06,5
2023-05-07,4
2023-05-08,11
2023-05-09,10
2023-05-10,9
2023-05-11,6
2023-05-12,15
2023-05-13,7
2023-05-14,7
2023-05-15,22
2023-05-16,14
2023-05-17,12
2023-05-18,24
2023-05-19,20
2023-05-20,6
2023-05-21,10
2023-05-22,23
2023-05-23,29
2023-05-24,30
2023-05-25,35
2023-05-26,31
2023-05-27,16
2023-05-28,19
2023-05-29,49
2023-05-30,39
