day,I
1,210
2,183
3,193
4,164
5,140
6,132
7,109
8,128
9,118
10,121
11,119
12,89
13,93
14,108
15,104
16,100
17,100
18,105
19,99
20,96
21,88
22,89
23,88
24,91
25,94
26,112
27,97
28,111
29,132
30,116
31,145
32,136
33,142
34,181
35,168
36,200
37,224
38,255
39,280
40,306
41,360
42,421
43,421
44,513
45,576
46,616
47,751
48,864
49,1016
50,1174
51,1425
52,1680
53,1920
54,2328
55,2808
56,3224
57,3744
58,4269
59,4927
60,5676
61,6453
62,7300
63,8348
64,9318
65,10505
66,11711
67,12679
68,14271
69,15567
70,17106
71,18362
72,20020
73,21558
74,23401
75,24612
76,26562
77,27693
78,29446
79,30869
80,32151
81,33319
82,34341
83,35463
84,36335
85,36717
86,37227
87,37339
88,37129
89,36817
90,36313
91,35618
92,34776
93,33738
94,32667
95,31143
96,30062
97,28136
98,26629
99,25035
100,23287
101,21413
102,19785
103,17891
104,16461
105,14898
106,13684
107,12755
108,11450
109,10365
110,9547
111,8742
112,7977
113,7264
114,6616
115,6070
116,5483
117,5048
118,4713
119,4304
120,3867
121,3659
122,3287
123,3014
124,2792
125,2537
126,2316
127,2131
128,2000
129,1755
130,1678
131,1541
132,1440
133,1252
134,1176
135,1144
136,900
137,888
138,814
139,743
140,634
141,633
142,546
143,514
144,466
145,414
146,399
147,317
148,297
149,281
150,286
