date,cases
2023-01-01,5
2023-01-02,25
2023-01-03,31
2023-01-04,21
2023-01-05,21
2023-01-06,16
2023-01-07,5
2023-01-08,11
2023-01-09,14
2023-01-10,34
2023-01-11,15
2023-01-12,15
2023-01-13,19
2023-01-14,8
2023-01-15,4
2023-01-16,17
2023-01-17,10
2023-01-18,22
2023-01-19,17
2023-01-20,15
2023-01-21,4
2023-01-22,3
2023-01-23,14
2023-01-24,20
2023-01-25,14
2023-01-26,14
2023-01-27,22
2023-01-28,3
2023-01-29,7
2023-01-30,20
2023-01-31,20
2023-02-01,17
2023-02-02,20
2023-02-03,19
2023-02-04,7
2023-02-05,4
2023-02-06,23
2023-02-07,32
2023-02-08,24
2023-02-09,20
2023-02-10,33
2023-02-11,7
2023-02-12,7
2023-02-13,40
2023-02-14,52
2023-02-15,51
2023-02-16,51
2023-02-17,57
2023-02-18,9
2023-02-19,15
2023-02-20,48
2023-02-21,52
2023-02-22,48
2023-02-23,64
2023-02-24,53
2023-02-25,17
2023-02-26,15
2023-02-27,52
2023-02-28,70
2023-03-01,81
2023-03-02,72
2023-03-03,95
2023-03-04,22
2023-03-05,17
2023-03-06,92
2023-03-07,106
2023-03-08,114
2023-03-09,93
2023-03-10,123
2023-03-11,26
2023-03-12,37
2023-03-13,110
2023-03-14,142
2023-03-15,132
2023-03-16,114
2023-03-17,147
2023-03-18,35
2023-03-19,54
2023-03-20,159
2023-03-21,145
2023-03-22,161
2023-03-23,163
2023-03-24,135
2023-03-25,38
2023-03-26,39
2023-03-27,152
2023-03-28,137
2023-03-29,154
2023-03-30,125
2023-03-31,151
2023-04-01,36
2023-04-02,29
2023-04-03,135
2023-04-04,146
2023-04-05,127
2023-04-06,127
2023-04-07,137
2023-04-08,36
2023-04-09,37
2023-04-10,116
2023-04-11,107
2023-04-12,115
2023-04-13,97
2023-04-14,93
2023-04-15,23
2023-04-16,15
2023-04-17,79
2023-04-18,69
2023-04-19,84
2023-04-20,83
2023-04-21,71
2023-04-22,20
2023-04-23,13
2023-04-24,65
2023-04-25,57
2023-04-26,60
2023-04-27,58
2023-04-28,53
2023-04-29,13
2023-04-30,14
2023-05-01,52
2023-05-02,62
2023-05-03,54
2023-05-04,36
2023-05-05,43
2023-05-06,13
2023-05-07,11
2023-05-08,33
2023-05-09,47
2023-05-10,37
2023-05-11,46
2023-05-12,28
2023-05-13,10
2023-05-14,12
2023-05-15,30
2023-05-16,31
2023-05-17,38
2023-05-18,28
2023-05-19,32
2023-05-20,10
2023-05-21,11
2023-05-22,33
2023-05-23,37
2023-05-24,27
2023-05-25,30
2023-05-26,29
2023-05-27,6
2023-05-28,4
2023-05-29,31
2023-05-30,16
