day,I
1,77
2,94
3,103
4,104
5,95
6,83
7,72
8,89
9,87
10,89
11,78
12,72
13,66
14,66
15,65
16,54
17,66
18,71
19,64
20,70
21,62
22,62
23,70
24,83
25,63
26,65
27,88
28,75
29,61
30,88
31,74
32,94
33,102
34,93
35,85
36,92
37,113
38,122
39,105
40,133
41,128
42,148
43,148
44,138
45,159
46,160
47,211
48,190
49,196
50,246
51,225
52,259
53,249
54,317
55,316
56,375
57,389
58,399
59,401
60,479
61,490
62,528
63,575
64,569
65,579
66,641
67,715
68,769
69,728
70,736
71,826
72,893
73,933
74,879
75,1001
76,969
77,1001
78,1048
79,1019
80,1070
81,1054
82,1091
83,1145
84,1177
85,1149
86,1095
87,1132
88,1181
89,1150
90,1088
91,1082
92,1154
93,1131
94,1037
95,1089
96,1048
97,1040
98,968
99,976
100,934
101,927
102,865
103,836
104,786
105,780
106,704
107,687
108,684
109,683
110,622
111,568
112,545
113,540
114,573
115,494
116,486
117,475
118,448
119,433
120,423
121,401
122,399
123,371
124,350
125,315
126,367
127,325
128,292
129,299
130,305
131,267
132,268
133,271
134,235
135,231
136,217
137,172
138,189
139,190
140,175
141,172
142,164
143,162
144,164
145,127
146,151
147,126
148,108
149,112
150,123
