day,I
1,91
2,87
3,102
4,92
5,95
6,88
7,99
8,91
9,69
10,83
11,89
12,84
13,106
14,82
15,76
16,81
17,75
18,83
19,106
20,87
21,97
22,100
23,82
24,95
25,107
26,120
27,114
28,128
29,110
30,117
31,135
32,116
33,139
34,157
35,153
36,151
37,152
38,149
39,184
40,176
41,212
42,197
43,208
44,234
45,247
46,257
47,278
48,287
49,297
50,310
51,333
52,350
53,388
54,412
55,420
56,412
57,482
58,476
59,478
60,525
61,572
62,560
63,612
64,585
65,642
66,645
67,660
68,662
69,772
70,772
71,759
72,759
73,777
74,756
75,830
76,838
77,801
78,823
79,874
80,864
81,884
82,837
83,916
84,862
85,857
86,915
87,822
88,846
89,812
90,824
91,836
92,717
93,779
94,714
95,732
96,658
97,639
98,679
99,628
100,612
101,605
102,554
103,565
104,506
105,518
106,466
107,504
108,471
109,444
110,416
111,417
112,430
113,387
114,357
115,375
116,343
117,334
118,321
119,317
120,328
121,303
122,280
123,280
124,250
125,273
126,252
127,230
128,263
129,226
130,208
131,199
132,214
133,207
134,205
135,192
136,184
137,171
138,171
139,145
140,148
141,129
142,127
143,149
144,149
145,115
146,120
147,127
148,118
149,110
150,116
