day,I
1,75
2,60
3,70
4,83
5,84
6,56
7,85
8,52
9,65
10,59
11,56
12,61
13,60
14,61
15,60
16,58
17,45
18,50
19,46
20,39
21,37
22,44
23,47
24,52
25,54
26,55
27,55
28,51
29,58
30,42
31,47
32,69
33,67
34,49
35,58
36,52
37,57
38,61
39,71
40,71
41,72
42,88
43,117
44,122
45,132
46,118
47,135
48,148
49,166
50,209
51,215
52,200
53,233
54,256
55,304
56,302
57,333
58,393
59,393
60,430
61,439
62,473
63,523
64,570
65,534
66,594
67,621
68,701
69,693
70,760
71,685
72,768
73,809
74,798
75,828
76,852
77,769
78,905
79,870
80,897
81,920
82,909
83,889
84,999
85,1019
86,978
87,945
88,856
89,974
90,954
91,852
92,938
93,919
94,839
95,932
96,926
97,987
98,899
99,869
100,864
101,854
102,830
103,772
104,792
105,779
106,755
107,707
108,698
109,668
110,644
111,635
112,616
113,625
114,570
115,546
116,531
117,531
118,460
119,479
120,420
121,434
122,406
123,356
124,411
125,330
126,338
127,345
128,317
129,300
130,323
131,314
132,265
133,285
134,219
135,240
136,231
137,210
138,233
139,195
140,199
141,181
142,158
143,181
144,162
145,170
146,170
147,131
148,130
149,128
150,156
