date,deaths
2023-01-01,1
2023-01-02,3
2023-01-03,3
2023-01-04,4
2023-01-05,7
2023-01-06,2
2023-01-07,1
2023-01-08,0
2023-01-09,1
2023-01-10,4
2023-01-11,1
2023-01-12,1
2023-01-13,1
2023-01-14,0
2023-01-15,0
2023-01-16,1
2023-01-17,1
2023-01-18,1
2023-01-19,0
2023-01-20,1
2023-01-21,2
2023-01-22,0
2023-01-23,1
2023-01-24,1
2023-01-25,2
2023-01-26,1
2023-01-27,2
2023-01-28,1
2023-01-29,1
2023-01-30,3
2023-01-31,1
2023-02-01,0
2023-02-02,1
2023-02-03,1
2023-02-04,0
2023-02-05,0
2023-02-06,0
2023-02-07,0
2023-02-08,0
2023-02-09,1
2023-02-10,2
2023-02-11,1
2023-02-12,0
2023-02-13,0
2023-02-14,5
2023-02-15,1
2023-02-16,2
2023-02-17,2
2023-02-18,1
2023-02-19,0
2023-02-20,0
2023-02-21,2
2023-02-22,3
2023-02-23,0
2023-02-24,0
2023-02-25,0
2023-02-26,0
2023-02-27,3
2023-02-28,3
2023-03-01,5
2023-03-02,4
2023-03-03,5
2023-03-04,0
2023-03-05,3
2023-03-06,0
2023-03-07,6
2023-03-08,9
2023-03-09,4
2023-03-10,6
2023-03-11,2
2023-03-12,9
2023-03-13,9
2023-03-14,6
2023-03-15,14
2023-03-16,10
2023-03-17,13
2023-03-18,8
2023-03-19,7
2023-03-20,11
2023-03-21,14
2023-03-22,17
2023-03-23,22
2023-03-24,21
2023-03-25,13
2023-03-26,9
2023-03-27,13
2023-03-28,20
2023-03-29,15
2023-03-30,16
2023-03-31,20
2023-04-01,17
2023-04-02,8
2023-04-03,29
2023-04-04,20
2023-04-05,15
2023-04-06,21
2023-04-07,24
2023-04-08,14
2023-04-09,17
2023-04-10,23
2023-04-11,25
2023-04-12,23
2023-04-13,21
2023-04-14,27
2023-04-15,6
2023-04-16,13
2023-04-17,18
2023-04-18,17
2023-04-19,25
2023-04-20,18
2023-04-21,22
2023-04-22,13
2023-04-23,14
2023-04-24,14
2023-04-25,15
2023-04-26,13
2023-04-27,16
2023-04-28,18
2023-04-29,8
2023-04-30,11
2023-05-01,17
2023-05-02,10
2023-05-03,8
2023-05-04,14
2023-05-05,9
2023-05-06,6
2023-05-07,2
2023-05-08,16
2023-05-09,8
2023-05-10,9
2023-05-11,10
2023-05-12,10
2023-05-13,6
2023-05-14,6
2023-05-15,9
2023-05-16,7
2023-05-17,2
2023-05-18,3
2023-05-19,5
2023-05-20,2
2023-05-21,2
2023-05-22,7
2023-05-23,5
2023-05-24,6
2023-05-25,5
2023-05-26,10
2023-05-27,3
2023-05-28,2
2023-05-29,3
2023-05-30,4
