date,deaths
2023-01-01,0
2023-01-02,2
2023-01-03,4
2023-01-04,3
2023-01-05,1
2023-01-06,7
2023-01-07,3
2023-01-08,4
2023-01-09,6
2023-01-10,0
2023-01-11,5
2023-01-12,4
2023-01-13,1
2023-01-14,2
2023-01-15,1
2023-01-16,5
2023-01-17,2
2023-01-18,4
2023-01-19,0
2023-01-20,1
2023-01-21,0
2023-01-22,0
2023-01-23,2
2023-01-24,1
2023-01-25,3
2023-01-26,1
2023-01-27,2
2023-01-28,2
2023-01-29,0
2023-01-30,0
2023-01-31,0
2023-02-01,0
2023-02-02,1
2023-02-03,1
2023-02-04,0
2023-02-05,1
2023-02-06,1
2023-02-07,0
2023-02-08,1
2023-02-09,1
2023-02-10,1
2023-02-11,0
2023-02-12,0
2023-02-13,0
2023-02-14,2
2023-02-15,1
2023-02-16,1
2023-02-17,0
2023-02-18,0
2023-02-19,2
2023-02-20,1
2023-02-21,4
2023-02-22,2
2023-02-23,2
2023-02-24,5
2023-02-25,1
2023-02-26,0
2023-02-27,2
2023-02-28,2
2023-03-01,0
2023-03-02,4
2023-03-03,2
2023-03-04,2
2023-03-05,1
2023-03-06,5
2023-03-07,2
2023-03-08,8
2023-03-09,4
2023-03-10,9
2023-03-11,5
2023-03-12,5
2023-03-13,14
2023-03-14,13
2023-03-15,6
2023-03-16,7
2023-03-17,16
2023-03-18,7
2023-03-19,5
2023-03-20,12
2023-03-21,13
2023-03-22,20
2023-03-23,25
2023-03-24,13
2023-03-25,12
2023-03-26,15
2023-03-27,17
2023-03-28,26
2023-03-29,25
2023-03-30,16
2023-03-31,34
2023-04-01,8
2023-04-02,17
2023-04-03,25
2023-04-04,26
2023-04-05,24
2023-04-06,15
2023-04-07,33
2023-04-08,16
2023-04-09,12
2023-04-10,25
2023-04-11,34
2023-04-12,29
2023-04-13,23
2023-04-14,30
2023-04-15,9
2023-04-16,8
2023-04-17,28
2023-04-18,21
2023-04-19,25
2023-04-20,15
2023-04-21,25
2023-04-22,13
2023-04-23,14
2023-04-24,23
2023-04-25,27
2023-04-26,21
2023-04-27,9
2023-04-28,18
2023-04-29,5
2023-04-30,14
2023-05-01,14
2023-05-02,18
2023-05-03,13
2023-05-04,13
2023-05-05,16
2023-05-06,8
2023-05-07,7
2023-05-08,13
2023-05-09,6
2023-05-10,9
2023-05-11,8
2023-05-12,2
2023-05-13,3
2023-05-14,2
2023-05-15,6
2023-05-16,7
2023-05-17,5
2023-05-18,7
2023-05-19,5
2023-05-20,3
2023-05-21,5
2023-05-22,6
2023-05-23,9
2023-05-24,3
2023-05-25,8
2023-05-26,1
2023-05-27,1
2023-05-28,3
2023-05-29,1
2023-05-30,5
