date,cases
2023-01-01,21
2023-01-02,65
2023-01-03,66
2023-01-04,104
2023-01-05,75
2023-01-06,60
2023-01-07,21
2023-01-08,10
2023-01-09,46
2023-01-10,60
2023-01-11,59
2023-01-12,45
2023-01-13,48
2023-01-14,35
2023-01-15,18
2023-01-16,27
2023-01-17,63
2023-01-18,50
2023-01-19,61
2023-01-20,24
2023-01-21,20
2023-01-22,19
2023-01-23,47
2023-01-24,63
2023-01-25,50
2023-01-26,71
2023-01-27,98
2023-01-28,17
2023-01-29,9
2023-01-30,74
2023-01-31,86
2023-02-01,34
2023-02-02,115
2023-02-03,47
2023-02-04,21
2023-02-05,50
2023-02-06,95
2023-02-07,118
2023-02-08,150
2023-02-09,69
2023-02-10,128
2023-02-11,36
2023-02-12,37
2023-02-13,61
2023-02-14,43
2023-02-15,66
2023-02-16,81
2023-02-17,101
2023-02-18,54
2023-02-19,82
2023-02-20,86
2023-02-21,195
2023-02-22,153
2023-02-23,119
2023-02-24,77
2023-02-25,35
2023-02-26,100
2023-02-27,215
2023-02-28,113
2023-03-01,138
2023-03-02,230
2023-03-03,195
2023-03-04,89
2023-03-05,76
2023-03-06,132
2023-03-07,116
2023-03-08,189
2023-03-09,235
2023-03-10,348
2023-03-11,154
2023-03-12,110
2023-03-13,195
2023-03-14,457
2023-03-15,166
2023-03-16,244
2023-03-17,196
2023-03-18,209
2023-03-19,100
2023-03-20,349
2023-03-21,189
2023-03-22,267
2023-03-23,403
2023-03-24,209
2023-03-25,134
2023-03-26,245
2023-03-27,284
2023-03-28,536
2023-03-29,200
2023-03-30,244
2023-03-31,362
2023-04-01,108
2023-04-02,106
2023-04-03,139
2023-04-04,249
2023-04-05,109
2023-04-06,293
2023-04-07,158
2023-04-08,160
2023-04-09,101
2023-04-10,190
2023-04-11,255
2023-04-12,94
2023-04-13,212
2023-04-14,181
2023-04-15,69
2023-04-16,95
2023-04-17,200
2023-04-18,82
2023-04-19,205
2023-04-20,113
2023-04-21,108
2023-04-22,63
2023-04-23,104
2023-04-24,215
2023-04-25,86
2023-04-26,72
2023-04-27,81
2023-04-28,46
2023-04-29,50
2023-04-30,27
2023-05-01,153
2023-05-02,100
2023-05-03,90
2023-05-04,102
2023-05-05,126
2023-05-06,19
2023-05-07,34
2023-05-08,83
2023-05-09,34
2023-05-10,117
2023-05-11,100
2023-05-12,101
2023-05-13,44
2023-05-14,17
2023-05-15,104
2023-05-16,96
2023-05-17,162
2023-05-18,53
2023-05-19,144
2023-05-20,36
2023-05-21,47
2023-05-22,128
2023-05-23,151
2023-05-24,92
2023-05-25,55
2023-05-26,50
2023-05-27,58
2023-05-28,33
2023-05-29,40
2023-05-30,188
