date,hospitalisations
2023-01-01,3
2023-01-02,3
2023-01-03,1
2023-01-04,2
2023-01-05,2
2023-01-06,4
2023-01-07,1
2023-01-08,3
2023-01-09,3
2023-01-10,4
2023-01-11,6
2023-01-12,3
2023-01-13,3
2023-01-14,3
2023-01-15,3
2023-01-16,6
2023-01-17,1
2023-01-18,0
2023-01-19,3
2023-01-20,6
2023-01-21,0
2023-01-22,1
2023-01-23,1
2023-01-24,3
2023-01-25,3
2023-01-26,2
2023-01-27,0
2023-01-28,1
2023-01-29,3
2023-01-30,3
2023-01-31,4
2023-02-01,1
2023-02-02,7
2023-02-03,4
2023-02-04,1
2023-02-05,1
2023-02-06,4
2023-02-07,3
2023-02-08,4
2023-02-09,1
2023-02-10,1
2023-02-11,0
2023-02-12,0
2023-02-13,1
2023-02-14,6
2023-02-15,4
2023-02-16,2
2023-02-17,4
2023-02-18,1
2023-02-19,2
2023-02-20,4
2023-02-21,2
2023-02-22,4
2023-02-23,4
2023-02-24,1
2023-02-25,1
2023-02-26,2
2023-02-27,6
2023-02-28,3
2023-03-01,9
2023-03-02,6
2023-03-03,4
2023-03-04,2
2023-03-05,6
2023-03-06,8
2023-03-07,6
2023-03-08,8
2023-03-09,7
2023-03-10,9
2023-03-11,6
2023-03-12,5
2023-03-13,3
2023-03-14,11
2023-03-15,14
2023-03-16,11
2023-03-17,8
2023-03-18,1
2023-03-19,4
2023-03-20,14
2023-03-21,12
2023-03-22,12
2023-03-23,20
2023-03-24,13
2023-03-25,8
2023-03-26,4
2023-03-27,7
2023-03-28,9
2023-03-29,14
2023-03-30,10
2023-03-31,13
2023-04-01,8
2023-04-02,9
2023-04-03,13
2023-04-04,17
2023-04-05,12
2023-04-06,19
2023-04-07,15
2023-04-08,10
2023-04-09,7
2023-04-10,23
2023-04-11,16
2023-04-12,16
2023-04-13,16
2023-04-14,13
2023-04-15,13
2023-04-16,12
2023-04-17,17
2023-04-18,16
2023-04-19,17
2023-04-20,15
2023-04-21,19
2023-04-22,11
2023-04-23,7
2023-04-24,14
2023-04-25,20
2023-04-26,9
2023-04-27,19
2023-04-28,18
2023-04-29,4
2023-04-30,14
2023-05-01,10
2023-05-02,20
2023-05-03,13
2023-05-04,18
2023-05-05,18
2023-05-06,11
2023-05-07,8
2023-05-08,15
2023-05-09,14
2023-05-10,17
2023-05-11,15
2023-05-12,15
2023-05-13,6
2023-05-14,8
2023-05-15,16
2023-05-16,11
2023-05-17,25
2023-05-18,13
2023-05-19,25
2023-05-20,15
2023-05-21,11
2023-05-22,9
2023-05-23,16
2023-05-24,15
2023-05-25,16
2023-05-26,6
2023-05-27,3
2023-05-28,9
2023-05-29,10
2023-05-30,9
