date,hospitalisations
2023-01-01,2
2023-01-02,14
2023-01-03,4
2023-01-04,7
2023-01-05,11
2023-01-06,5
2023-01-07,5
2023-01-08,1
2023-01-09,8
2023-01-10,11
2023-01-11,7
2023-01-12,7
2023-01-13,3
2023-01-14,2
2023-01-15,1
2023-01-16,7
2023-01-17,3
2023-01-18,6
2023-01-19,5
2023-01-20,7
2023-01-21,2
2023-01-22,5
2023-01-23,6
2023-01-24,11
2023-01-25,4
2023-01-26,4
2023-01-27,5
2023-01-28,6
2023-01-29,4
2023-01-30,1
2023-01-31,3
2023-02-01,2
2023-02-02,6
2023-02-03,4
2023-02-04,1
2023-02-05,3
2023-02-06,9
2023-02-07,4
2023-02-08,6
2023-02-09,5
2023-02-10,4
2023-02-11,5
2023-02-12,2
2023-02-13,6
2023-02-14,3
2023-02-15,5
2023-02-16,5
2023-02-17,8
2023-02-18,4
2023-02-19,4
2023-02-20,8
2023-02-21,11
2023-02-22,13
2023-02-23,20
2023-02-24,16
2023-02-25,12
2023-02-26,4
2023-02-27,17
2023-02-28,11
2023-03-01,12
2023-03-02,16
2023-03-03,14
2023-03-04,3
2023-03-05,7
2023-03-06,10
2023-03-07,17
2023-03-08,8
2023-03-09,14
2023-03-10,14
2023-03-11,8
2023-03-12,9
2023-03-13,16
2023-03-14,14
2023-03-15,19
2023-03-16,15
2023-03-17,22
2023-03-18,11
2023-03-19,8
2023-03-20,20
2023-03-21,21
2023-03-22,20
2023-03-23,20
2023-03-24,26
2023-03-25,7
2023-03-26,8
2023-03-27,25
2023-03-28,16
2023-03-29,26
2023-03-30,23
2023-03-31,27
2023-04-01,12
2023-04-02,6
2023-04-03,22
2023-04-04,12
2023-04-05,27
2023-04-06,24
2023-04-07,23
2023-04-08,8
2023-04-09,8
2023-04-10,28
2023-04-11,25
2023-04-12,17
2023-04-13,28
2023-04-14,19
2023-04-15,15
2023-04-16,8
2023-04-17,24
2023-04-18,22
2023-04-19,23
2023-04-20,15
2023-04-21,15
2023-04-22,13
2023-04-23,9
2023-04-24,26
2023-04-25,22
2023-04-26,18
2023-04-27,17
2023-04-28,13
2023-04-29,9
2023-04-30,8
2023-05-01,23
2023-05-02,19
2023-05-03,12
2023-05-04,14
2023-05-05,11
2023-05-06,15
2023-05-07,11
2023-05-08,21
2023-05-09,13
2023-05-10,21
2023-05-11,10
2023-05-12,16
2023-05-13,11
2023-05-14,8
2023-05-15,16
2023-05-16,19
2023-05-17,12
2023-05-18,13
2023-05-19,11
2023-05-20,6
2023-05-21,9
2023-05-22,11
2023-05-23,8
2023-05-24,15
2023-05-25,11
2023-05-26,20
2023-05-27,6
2023-05-28,4
2023-05-29,11
2023-05-30,9
