date,cases
2021-02-18,10303
2021-02-19,9246
2021-02-20,7161
2021-02-21,7033
2021-02-22,10279
2021-02-23,8536
2021-02-24,7620
2021-02-25,6933
2021-02-26,5883
2021-02-27,4254
2021-02-28,4112
2021-03-01,6215
2021-03-02,5950
2021-03-03,5305
2021-03-04,5011
2021-03-05,4728
2021-03-06,3832
2021-03-07,3677
2021-03-08,5818
2021-03-09,5488
2021-03-10,5222
2021-03-11,4848
2021-03-12,4767
2021-03-13,3592
2021-03-14,3707
2021-03-15,5643
2021-03-16,4933
2021-03-17,5047
2021-03-18,4689
2021-03-19,4333
2021-03-20,3514
2021-03-21,4679
2021-03-22,5400
2021-03-23,4566
2021-03-24,5321
2021-03-25,4674
2021-03-26,3803
2021-03-27,3136
2021-03-28,4477
2021-03-29,3422
2021-03-30,3135
2021-03-31,3340
