date,cases
2023-01-01,30
2023-01-02,51
2023-01-03,55
2023-01-04,33
2023-01-05,38
2023-01-06,47
2023-01-07,32
2023-01-08,22
2023-01-09,56
2023-01-10,49
2023-01-11,44
2023-01-12,40
2023-01-13,36
2023-01-14,31
2023-01-15,21
2023-01-16,51
2023-01-17,63
2023-01-18,61
2023-01-19,49
2023-01-20,60
2023-01-21,26
2023-01-22,26
2023-01-23,66
2023-01-24,53
2023-01-25,65
2023-01-26,51
2023-01-27,61
2023-01-28,34
2023-01-29,35
2023-01-30,68
2023-01-31,73
2023-02-01,74
2023-02-02,58
2023-02-03,71
2023-02-04,31
2023-02-05,52
2023-02-06,96
2023-02-07,87
2023-02-08,78
2023-02-09,94
2023-02-10,104
2023-02-11,44
2023-02-12,59
2023-02-13,118
2023-02-14,111
2023-02-15,111
2023-02-16,129
2023-02-17,133
2023-02-18,72
2023-02-19,89
2023-02-20,128
2023-02-21,170
2023-02-22,150
2023-02-23,163
2023-02-24,204
2023-02-25,103
2023-02-26,104
2023-02-27,228
2023-02-28,236
2023-03-01,236
2023-03-02,222
2023-03-03,237
2023-03-04,138
2023-03-05,127
2023-03-06,277
2023-03-07,269
2023-03-08,295
2023-03-09,312
2023-03-10,284
2023-03-11,135
2023-03-12,170
2023-03-13,339
2023-03-14,323
2023-03-15,356
2023-03-16,293
2023-03-17,343
2023-03-18,154
2023-03-19,122
2023-03-20,313
2023-03-21,378
2023-03-22,326
2023-03-23,339
2023-03-24,313
2023-03-25,161
2023-03-26,162
2023-03-27,302
2023-03-28,312
2023-03-29,295
2023-03-30,273
2023-03-31,232
2023-04-01,132
2023-04-02,124
2023-04-03,245
2023-04-04,244
2023-04-05,227
2023-04-06,182
2023-04-07,200
2023-04-08,96
2023-04-09,111
2023-04-10,184
2023-04-11,171
2023-04-12,184
2023-04-13,133
2023-04-14,136
2023-04-15,60
2023-04-16,66
2023-04-17,115
2023-04-18,145
2023-04-19,120
2023-04-20,116
2023-04-21,103
2023-04-22,58
2023-04-23,50
2023-04-24,100
2023-04-25,74
2023-04-26,105
2023-04-27,94
2023-04-28,97
2023-04-29,40
2023-04-30,35
2023-05-01,87
2023-05-02,91
2023-05-03,67
2023-05-04,77
2023-05-05,90
2023-05-06,33
2023-05-07,45
2023-05-08,71
2023-05-09,87
2023-05-10,71
2023-05-11,69
2023-05-12,60
2023-05-13,26
2023-05-14,38
2023-05-15,59
2023-05-16,80
2023-05-17,83
2023-05-18,66
2023-05-19,52
2023-05-20,36
2023-05-21,40
2023-05-22,68
2023-05-23,71
2023-05-24,66
2023-05-25,53
2023-05-26,67
2023-05-27,35
2023-05-28,30
2023-05-29,63
2023-05-30,54
