day,I
1,137
2,66
3,114
4,86
5,78
6,85
7,121
8,50
9,67
10,47
11,118
12,57
13,93
14,40
15,103
16,95
17,160
18,56
19,120
20,88
21,101
22,70
23,95
24,134
25,56
26,78
27,38
28,92
29,148
30,158
31,162
32,126
33,69
34,138
35,216
36,136
37,198
38,172
39,270
40,156
41,127
42,180
43,285
44,159
45,299
46,183
47,192
48,296
49,234
50,345
51,447
52,463
53,276
54,327
55,528
56,423
57,470
58,381
59,513
60,590
61,407
62,489
63,678
64,542
65,812
66,654
67,565
68,822
69,696
70,749
71,779
72,822
73,672
74,773
75,892
76,871
77,668
78,1026
79,678
80,873
81,675
82,854
83,924
84,785
85,886
86,915
87,940
88,793
89,785
90,699
91,807
92,797
93,898
94,581
95,622
96,721
97,676
98,732
99,695
100,503
101,710
102,558
103,499
104,562
105,483
106,543
107,643
108,566
109,390
110,376
111,440
112,494
113,429
114,272
115,343
116,434
117,450
118,374
119,331
120,240
121,265
122,368
123,364
124,240
125,241
126,253
127,264
128,207
129,219
130,156
131,214
132,210
133,185
134,139
135,171
136,181
137,153
138,230
139,138
140,176
141,92
142,128
143,104
144,73
145,116
146,94
147,139
148,91
149,68
150,76
