date,hospitalisations
2023-01-01,7
2023-01-02,4
2023-01-03,8
2023-01-04,6
2023-01-05,10
2023-01-06,7
2023-01-07,6
2023-01-08,4
2023-01-09,4
2023-01-10,4
2023-01-11,8
2023-01-12,3
2023-01-13,7
2023-01-14,2
2023-01-15,2
2023-01-16,6
2023-01-17,4
2023-01-18,5
2023-01-19,4
2023-01-20,5
2023-01-21,2
2023-01-22,2
2023-01-23,6
2023-01-24,4
2023-01-25,3
2023-01-26,2
2023-01-27,5
2023-01-28,5
2023-01-29,0
2023-01-30,6
2023-01-31,7
2023-02-01,6
2023-02-02,5
2023-02-03,4
2023-02-04,3
2023-02-05,6
2023-02-06,4
2023-02-07,6
2023-02-08,4
2023-02-09,9
2023-02-10,15
2023-02-11,3
2023-02-12,5
2023-02-13,7
2023-02-14,8
2023-02-15,15
2023-02-16,7
2023-02-17,9
2023-02-18,6
2023-02-19,4
2023-02-20,10
2023-02-21,14
2023-02-22,13
2023-02-23,10
2023-02-24,16
2023-02-25,8
2023-02-26,10
2023-02-27,19
2023-02-28,17
2023-03-01,26
2023-03-02,28
2023-03-03,21
2023-03-04,8
2023-03-05,10
2023-03-06,18
2023-03-07,21
2023-03-08,20
2023-03-09,31
2023-03-10,31
2023-03-11,16
2023-03-12,11
2023-03-13,23
2023-03-14,27
2023-03-15,34
2023-03-16,36
2023-03-17,25
2023-03-18,16
2023-03-19,16
2023-03-20,35
2023-03-21,32
2023-03-22,33
2023-03-23,26
2023-03-24,44
2023-03-25,14
2023-03-26,19
2023-03-27,41
2023-03-28,30
2023-03-29,34
2023-03-30,37
2023-03-31,28
2023-04-01,18
2023-04-02,20
2023-04-03,34
2023-04-04,36
2023-04-05,29
2023-04-06,21
2023-04-07,41
2023-04-08,22
2023-04-09,15
2023-04-10,42
2023-04-11,32
2023-04-12,50
2023-04-13,46
2023-04-14,31
2023-04-15,14
2023-04-16,20
2023-04-17,55
2023-04-18,27
2023-04-19,27
2023-04-20,40
2023-04-21,37
2023-04-22,19
2023-04-23,23
2023-04-24,34
2023-04-25,33
2023-04-26,32
2023-04-27,32
2023-04-28,24
2023-04-29,11
2023-04-30,13
2023-05-01,35
2023-05-02,31
2023-05-03,32
2023-05-04,41
2023-05-05,28
2023-05-06,10
2023-05-07,14
2023-05-08,39
2023-05-09,48
2023-05-10,28
2023-05-11,44
2023-05-12,29
2023-05-13,18
2023-05-14,19
2023-05-15,20
2023-05-16,31
2023-05-17,30
2023-05-18,20
2023-05-19,23
2023-05-20,11
2023-05-21,16
2023-05-22,23
2023-05-23,28
2023-05-24,24
2023-05-25,20
2023-05-26,24
2023-05-27,19
2023-05-28,10
2023-05-29,33
2023-05-30,20
