day,I
1,93
2,85
3,86
4,83
5,66
6,74
7,76
8,77
9,55
10,74
11,68
12,70
13,65
14,64
15,66
16,72
17,51
18,70
19,54
20,73
21,52
22,61
23,64
24,53
25,60
26,60
27,70
28,66
29,62
30,65
31,67
32,76
33,64
34,83
35,83
36,75
37,97
38,79
39,101
40,109
41,105
42,129
43,106
44,119
45,154
46,151
47,155
48,132
49,166
50,182
51,200
52,198
53,221
54,259
55,270
56,285
57,312
58,362
59,344
60,369
61,438
62,426
63,447
64,498
65,524
66,568
67,583
68,623
69,608
70,683
71,651
72,749
73,738
74,741
75,750
76,775
77,833
78,858
79,835
80,906
81,874
82,891
83,921
84,955
85,967
86,912
87,939
88,972
89,975
90,986
91,931
92,948
93,887
94,909
95,855
96,922
97,800
98,873
99,824
100,826
101,756
102,755
103,681
104,723
105,664
106,609
107,559
108,544
109,581
110,511
111,530
112,462
113,453
114,447
115,453
116,416
117,413
118,355
119,358
120,380
121,351
122,336
123,321
124,302
125,335
126,287
127,285
128,270
129,265
130,238
131,226
132,261
133,233
134,193
135,193
136,199
137,212
138,176
139,178
140,147
141,161
142,163
143,138
144,163
145,126
146,138
147,149
148,113
149,100
150,115
