day,I
1,83
2,103
3,80
4,92
5,113
6,84
7,88
8,91
9,98
10,99
11,98
12,95
13,89
14,105
15,81
16,90
17,77
18,105
19,91
20,84
21,128
22,106
23,96
24,139
25,95
26,109
27,114
28,102
29,143
30,142
31,156
32,148
33,199
34,195
35,195
36,228
37,269
38,233
39,306
40,331
41,323
42,365
43,404
44,491
45,481
46,585
47,629
48,740
49,736
50,901
51,1061
52,1077
53,1288
54,1527
55,1428
56,1722
57,1751
58,2089
59,2155
60,2501
61,2714
62,2910
63,3037
64,3381
65,3556
66,3879
67,4092
68,4202
69,4604
70,4956
71,4861
72,5183
73,5422
74,5606
75,5986
76,6034
77,5979
78,6263
79,6541
80,6556
81,6491
82,6622
83,6772
84,6616
85,6534
86,6643
87,6455
88,6692
89,6200
90,6522
91,5968
92,5744
93,5750
94,5476
95,5162
96,4808
97,4591
98,4355
99,4046
100,3773
101,3617
102,3233
103,3136
104,2877
105,2798
106,2577
107,2327
108,2160
109,2136
110,1981
111,1729
112,1761
113,1563
114,1448
115,1357
116,1429
117,1173
118,1180
119,1096
120,1045
121,1004
122,947
123,818
124,732
125,798
126,739
127,615
128,632
129,652
130,563
131,557
132,554
133,476
134,459
135,421
136,390
137,393
138,339
139,375
140,313
141,276
142,334
143,293
144,233
145,269
146,218
147,231
148,195
149,224
150,139
