date,hospitalisations
2023-01-01,4
2023-01-02,4
2023-01-03,12
2023-01-04,8
2023-01-05,8
2023-01-06,3
2023-01-07,8
2023-01-08,8
2023-01-09,7
2023-01-10,7
2023-01-11,7
2023-01-12,6
2023-01-13,4
2023-01-14,6
2023-01-15,4
2023-01-16,6
2023-01-17,5
2023-01-18,3
2023-01-19,2
2023-01-20,4
2023-01-21,2
2023-01-22,2
2023-01-23,1
2023-01-24,4
2023-01-25,3
2023-01-26,4
2023-01-27,2
2023-01-28,1
2023-01-29,0
2023-01-30,3
2023-01-31,5
2023-02-01,3
2023-02-02,4
2023-02-03,3
2023-02-04,2
2023-02-05,1
2023-02-06,4
2023-02-07,1
2023-02-08,4
2023-02-09,5
2023-02-10,2
2023-02-11,4
2023-02-12,3
2023-02-13,4
2023-02-14,8
2023-02-15,5
2023-02-16,6
2023-02-17,7
2023-02-18,4
2023-02-19,6
2023-02-20,15
2023-02-21,9
2023-02-22,16
2023-02-23,14
2023-02-24,7
2023-02-25,5
2023-02-26,17
2023-02-27,15
2023-02-28,28
2023-03-01,28
2023-03-02,32
2023-03-03,35
2023-03-04,21
2023-03-05,21
2023-03-06,63
2023-03-07,70
2023-03-08,66
2023-03-09,78
2023-03-10,78
2023-03-11,47
2023-03-12,53
2023-03-13,136
2023-03-14,143
2023-03-15,158
2023-03-16,151
2023-03-17,167
2023-03-18,96
2023-03-19,90
2023-03-20,206
2023-03-21,233
2023-03-22,259
2023-03-23,280
2023-03-24,309
2023-03-25,154
2023-03-26,163
2023-03-27,349
2023-03-28,362
2023-03-29,357
2023-03-30,427
2023-03-31,412
2023-04-01,197
2023-04-02,214
2023-04-03,471
2023-04-04,464
2023-04-05,497
2023-04-06,460
2023-04-07,477
2023-04-08,234
2023-04-09,237
2023-04-10,510
2023-04-11,485
2023-04-12,528
2023-04-13,513
2023-04-14,478
2023-04-15,229
2023-04-16,272
2023-04-17,451
2023-04-18,490
2023-04-19,420
2023-04-20,418
2023-04-21,368
2023-04-22,190
2023-04-23,181
2023-04-24,350
2023-04-25,291
2023-04-26,298
2023-04-27,317
2023-04-28,296
2023-04-29,129
2023-04-30,115
2023-05-01,224
2023-05-02,196
2023-05-03,171
2023-05-04,185
2023-05-05,181
2023-05-06,90
2023-05-07,70
2023-05-08,124
2023-05-09,117
2023-05-10,119
2023-05-11,109
2023-05-12,99
2023-05-13,47
2023-05-14,47
2023-05-15,90
2023-05-16,92
2023-05-17,78
2023-05-18,68
2023-05-19,63
2023-05-20,29
2023-05-21,32
2023-05-22,50
2023-05-23,49
2023-05-24,55
2023-05-25,41
2023-05-26,37
2023-05-27,17
2023-05-28,13
2023-05-29,28
2023-05-30,31
