day,I
1,94
2,107
3,94
4,105
5,90
6,84
7,92
8,95
9,68
10,72
11,58
12,47
13,65
14,39
15,41
16,48
17,32
18,46
19,38
20,50
21,56
22,39
23,28
24,28
25,47
26,46
27,47
28,41
29,46
30,34
31,36
32,29
33,31
34,39
35,37
36,33
37,37
38,57
39,51
40,34
41,49
42,54
43,71
44,70
45,72
46,92
47,105
48,108
49,102
50,124
51,136
52,134
53,125
54,142
55,137
56,158
57,156
58,155
59,166
60,175
61,200
62,209
63,204
64,210
65,262
66,274
67,265
68,313
69,327
70,312
71,356
72,364
73,332
74,374
75,398
76,426
77,415
78,402
79,499
80,502
81,507
82,553
83,568
84,564
85,522
86,527
87,528
88,456
89,460
90,537
91,515
92,512
93,453
94,455
95,495
96,497
97,485
98,447
99,438
100,443
101,480
102,455
103,410
104,407
105,386
106,347
107,334
108,305
109,295
110,262
111,279
112,262
113,262
114,237
115,235
116,220
117,222
118,224
119,227
120,203
121,193
122,210
123,166
124,176
125,144
126,145
127,155
128,157
129,115
130,131
131,122
132,144
133,134
134,139
135,117
136,114
137,114
138,104
139,112
140,105
141,119
142,105
143,86
144,90
145,103
146,108
147,86
148,73
149,65
150,73
