day,I
1,57
2,66
3,61
4,44
5,55
6,61
7,50
8,41
9,34
10,56
11,43
12,37
13,45
14,42
15,58
16,38
17,59
18,41
19,52
20,49
21,47
22,50
23,56
24,33
25,54
26,52
27,50
28,51
29,54
30,62
31,59
32,50
33,69
34,78
35,51
36,57
37,79
38,80
39,84
40,89
41,87
42,77
43,89
44,120
45,108
46,96
47,107
48,140
49,131
50,139
51,174
52,195
53,193
54,204
55,227
56,232
57,248
58,246
59,279
60,271
61,295
62,319
63,314
64,333
65,374
66,370
67,415
68,455
69,437
70,465
71,483
72,506
73,559
74,546
75,552
76,586
77,594
78,629
79,591
80,608
81,627
82,678
83,677
84,688
85,683
86,682
87,687
88,745
89,693
90,677
91,715
92,661
93,681
94,681
95,665
96,608
97,641
98,600
99,575
100,574
101,558
102,527
103,513
104,486
105,480
106,439
107,422
108,415
109,410
110,359
111,375
112,354
113,350
114,350
115,340
116,296
117,301
118,294
119,312
120,279
121,278
122,241
123,229
124,238
125,210
126,222
127,178
128,159
129,167
130,141
131,170
132,141
133,118
134,117
135,125
136,107
137,103
138,94
139,97
140,86
141,82
142,88
143,81
144,91
145,84
146,78
147,71
148,86
149,82
150,76
